invoice_id|invoice_no|customer_id|issue_date|due_date|status|total_amount
772|INV-2025-00772|61|2025-03-29|2025-04-28|Paid|11245.98
773|INV-2025-00773|70|2025-07-01|2025-07-15|Paid|15535.40
774|INV-2025-00774|76|2025-06-28|2025-08-12|Paid|26373.72
775|INV-2026-00775|60|2026-06-02|2026-08-31|Paid|18601.10
776|INV-2026-00776|64|2026-09-16|2026-10-16|Paid|7858.87
777|INV-2025-00777|33|2025-02-02|2025-04-03|Paid|30020.20
778|INV-2026-00778|45|2026-01-15|2026-04-15|Overdue|159.67
779|INV-2026-00779|79|2026-05-20|2026-07-19|Paid|10981.46
780|INV-2026-00780|12|2026-06-04|2026-07-04|Paid|2558.51
781|INV-2025-00781|27|2025-07-11|2025-08-25|Paid|15602.93
782|INV-2025-00782|20|2025-06-27|2025-07-27|Overdue|450.80
783|INV-2026-00783|61|2026-03-17|2026-04-16|Paid|2614.26
784|INV-2025-00784|12|2025-10-24|2025-11-23|Overdue|10014.53
785|INV-2025-00785|69|2025-04-19|2025-05-03|Overdue|4856.00
786|INV-2026-00786|76|2026-01-29|2026-03-15|Overdue|4288.67
787|INV-2026-00787|73|2026-08-23|2026-09-22|Overdue|17478.51
788|INV-2026-00788|16|2026-08-27|2026-09-26|Paid|30538.81
789|INV-2026-00789|57|2026-05-16|2026-06-30|Overdue|2061.73
790|INV-2025-00790|61|2025-03-01|2025-03-31|Paid|11792.10
791|INV-2026-00791|29|2026-07-20|2026-08-19|Paid|7187.68
792|INV-2026-00792|47|2026-06-09|2026-08-08|Paid|2061.81
793|INV-2025-00793|13|2025-11-15|2025-12-15|Paid|10968.85
794|INV-2025-00794|20|2025-02-19|2025-03-21|Paid|16780.96
795|INV-2026-00795|68|2026-06-09|2026-08-08|Paid|777.23
796|INV-2025-00796|26|2025-09-14|2025-10-29|Overdue|3453.48
797|INV-2025-00797|24|2025-10-15|2026-01-13|Overdue|24000.37
798|INV-2025-00798|52|2025-09-24|2025-10-08|Paid|8525.98
799|INV-2025-00799|49|2025-11-02|2025-12-17|Paid|21255.25
800|INV-2025-00800|18|2025-02-13|2025-04-14|Paid|15864.75
801|INV-2025-00801|61|2025-03-21|2025-04-20|Paid|6011.16
802|INV-2025-00802|67|2025-12-06|2026-02-04|Paid|7975.13
803|INV-2025-00803|5|2025-02-28|2025-03-14|Paid|1713.29
804|INV-2025-00804|38|2025-11-25|2025-12-25|Paid|27566.86
805|INV-2025-00805|61|2025-10-13|2025-11-12|Paid|11730.02
806|INV-2026-00806|49|2026-06-17|2026-08-01|Paid|15192.49
807|INV-2025-00807|54|2025-05-02|2025-07-31|Paid|5823.88
808|INV-2026-00808|6|2026-08-28|2026-11-26|Open|11823.40
809|INV-2025-00809|76|2025-07-29|2025-09-12|Paid|20210.18
810|INV-2025-00810|79|2025-05-08|2025-07-07|Paid|6996.70
811|INV-2025-00811|3|2025-10-16|2025-11-15|Paid|3048.86
812|INV-2025-00812|10|2025-11-29|2026-01-28|Paid|1446.63
813|INV-2026-00813|56|2026-05-16|2026-06-30|Paid|11804.30
814|INV-2026-00814|59|2026-03-01|2026-03-15|Paid|5678.61
815|INV-2025-00815|28|2025-08-13|2025-10-12|Paid|1629.73
816|INV-2025-00816|7|2025-06-15|2025-07-30|Paid|6527.64
817|INV-2025-00817|4|2025-12-12|2026-01-26|Paid|5503.24
818|INV-2026-00818|19|2026-07-07|2026-08-06|Paid|9295.85
819|INV-2026-00819|3|2026-04-23|2026-05-23|Paid|10860.49
820|INV-2026-00820|36|2026-01-28|2026-02-11|Paid|1248.46
821|INV-2026-00821|55|2026-08-27|2026-10-11|Open|3233.58
822|INV-2026-00822|65|2026-05-14|2026-07-13|Paid|4971.81
823|INV-2025-00823|5|2025-11-17|2025-12-01|Paid|13256.92
824|INV-2026-00824|35|2026-06-07|2026-07-22|Paid|993.84
825|INV-2026-00825|71|2026-06-15|2026-08-14|Overdue|39632.97
826|INV-2025-00826|55|2025-12-09|2026-01-23|Overdue|17657.43
827|INV-2026-00827|37|2026-08-14|2026-09-13|Paid|13608.96
828|INV-2025-00828|53|2025-06-26|2025-09-24|Paid|20385.49
829|INV-2025-00829|40|2025-09-18|2025-11-02|Paid|2230.84
830|INV-2025-00830|40|2025-05-03|2025-06-17|Paid|17679.85
831|INV-2026-00831|75|2026-09-25|2026-10-09|Paid|4391.84
832|INV-2025-00832|75|2025-03-18|2025-04-01|Paid|24522.30
833|INV-2026-00833|33|2026-03-09|2026-05-08|Paid|4733.08
834|INV-2025-00834|61|2025-11-08|2025-12-08|Paid|14901.27
835|INV-2026-00835|57|2026-02-07|2026-03-24|Overdue|6905.04
836|INV-2026-00836|55|2026-09-14|2026-10-29|Open|2259.72
837|INV-2025-00837|50|2025-12-25|2026-02-08|Paid|21471.97
838|INV-2026-00838|75|2026-01-21|2026-02-04|Paid|4655.80
839|INV-2025-00839|42|2025-10-24|2025-12-23|Overdue|1742.24
840|INV-2025-00840|64|2025-08-14|2025-09-13|Paid|25769.82
841|INV-2026-00841|78|2026-08-25|2026-10-09|Paid|14699.77
842|INV-2026-00842|63|2026-07-23|2026-09-06|Paid|5629.75
843|INV-2026-00843|77|2026-05-21|2026-07-20|Paid|12445.22
844|INV-2025-00844|62|2025-01-02|2025-04-02|Paid|3373.97
845|INV-2026-00845|80|2026-02-17|2026-03-19|Paid|11610.75
846|INV-2026-00846|60|2026-05-23|2026-08-21|Paid|6076.82
847|INV-2025-00847|39|2025-10-18|2025-12-02|Overdue|10501.12
848|INV-2026-00848|25|2026-08-28|2026-10-12|Open|13289.51
849|INV-2025-00849|38|2025-08-18|2025-09-17|Paid|23147.39
850|INV-2026-00850|57|2026-04-13|2026-05-28|Paid|3983.93
851|INV-2025-00851|13|2025-07-27|2025-08-26|Paid|2174.69
852|INV-2025-00852|39|2025-08-16|2025-09-30|Paid|7691.64
853|INV-2025-00853|39|2025-11-08|2025-12-23|Overdue|2412.30
854|INV-2026-00854|25|2026-07-25|2026-09-08|Overdue|3617.09
855|INV-2025-00855|25|2025-05-28|2025-07-12|Overdue|1797.24
856|INV-2025-00856|1|2025-11-09|2026-01-08|Paid|4599.34
857|INV-2026-00857|2|2026-05-10|2026-07-09|Paid|2694.18
858|INV-2026-00858|80|2026-01-11|2026-02-10|Paid|26677.03
859|INV-2026-00859|50|2026-09-20|2026-11-04|Paid|13772.77
860|INV-2025-00860|69|2025-07-28|2025-08-11|Overdue|6561.60
861|INV-2026-00861|76|2026-01-28|2026-03-14|Paid|10401.08
862|INV-2026-00862|22|2026-03-12|2026-04-26|Paid|4977.07
863|INV-2026-00863|75|2026-01-28|2026-02-11|Paid|15385.00
864|INV-2026-00864|68|2026-09-28|2026-11-27|Open|8695.42
865|INV-2025-00865|5|2025-11-15|2025-11-29|Overdue|4849.45
866|INV-2026-00866|54|2026-04-16|2026-07-15|Paid|5297.76
867|INV-2025-00867|21|2025-12-30|2026-02-28|Paid|4418.90
868|INV-2025-00868|33|2025-09-18|2025-11-17|Paid|20502.70
869|INV-2026-00869|26|2026-08-22|2026-10-06|Paid|317.66
870|INV-2026-00870|32|2026-07-23|2026-08-06|Paid|9782.50
871|INV-2025-00871|38|2025-10-13|2025-11-12|Paid|11275.13
872|INV-2026-00872|10|2026-02-21|2026-04-22|Paid|34761.78
873|INV-2025-00873|43|2025-10-18|2025-12-17|Overdue|340.26
874|INV-2025-00874|74|2025-06-03|2025-09-01|Paid|27826.98
875|INV-2026-00875|77|2026-03-17|2026-05-16|Paid|2847.05
876|INV-2026-00876|67|2026-06-08|2026-08-07|Overdue|8360.15
877|INV-2025-00877|61|2025-05-22|2025-06-21|Paid|9302.38
878|INV-2026-00878|63|2026-07-15|2026-08-29|Paid|959.06
879|INV-2025-00879|10|2025-09-28|2025-11-27|Paid|3701.68
880|INV-2026-00880|60|2026-04-07|2026-07-06|Paid|2391.03
881|INV-2026-00881|79|2026-06-01|2026-07-31|Overdue|14682.92
882|INV-2026-00882|28|2026-02-03|2026-04-04|Paid|3641.79
883|INV-2025-00883|43|2025-07-14|2025-09-12|Overdue|5089.96
884|INV-2025-00884|15|2025-06-10|2025-07-10|Paid|10346.10
885|INV-2025-00885|37|2025-04-27|2025-05-27|Paid|13965.29
886|INV-2026-00886|57|2026-04-27|2026-06-11|Paid|926.37
887|INV-2026-00887|80|2026-05-09|2026-06-08|Paid|11019.33
888|INV-2026-00888|14|2026-09-21|2026-11-20|Open|7235.84
889|INV-2026-00889|27|2026-03-17|2026-05-01|Paid|1732.02
890|INV-2025-00890|62|2025-12-03|2026-03-03|Paid|5634.20
891|INV-2026-00891|24|2026-05-24|2026-08-22|Overdue|12527.41
892|INV-2026-00892|71|2026-09-10|2026-11-09|Open|31128.55
893|INV-2026-00893|29|2026-08-09|2026-09-08|Paid|2936.84
894|INV-2025-00894|61|2025-01-31|2025-03-02|Paid|2213.37
895|INV-2026-00895|68|2026-02-28|2026-04-29|Paid|6405.25
896|INV-2025-00896|20|2025-02-19|2025-03-21|Paid|5906.19
897|INV-2025-00897|76|2025-01-06|2025-02-20|Paid|1609.49
898|INV-2025-00898|64|2025-07-22|2025-08-21|Paid|1975.59
899|INV-2025-00899|33|2025-01-05|2025-03-06|Paid|425.03
900|INV-2026-00900|53|2026-09-28|2026-12-27|Paid|5675.75
901|INV-2026-00901|10|2026-05-22|2026-07-21|Paid|5929.20
902|INV-2025-00902|76|2025-12-27|2026-02-10|Overdue|4945.75
903|INV-2025-00903|50|2025-07-11|2025-08-25|Paid|4436.02
904|INV-2025-00904|3|2025-06-24|2025-07-24|Paid|2176.53
905|INV-2026-00905|5|2026-02-14|2026-02-28|Paid|10400.32
906|INV-2025-00906|31|2025-10-25|2025-11-24|Paid|13302.03
907|INV-2026-00907|26|2026-09-23|2026-11-07|Open|16800.65
908|INV-2025-00908|31|2025-07-08|2025-08-07|Paid|4131.24
909|INV-2025-00909|60|2025-06-02|2025-08-31|Paid|3241.44
910|INV-2025-00910|72|2025-09-29|2025-10-29|Paid|6833.45
911|INV-2026-00911|32|2026-01-21|2026-02-04|Paid|933.98
912|INV-2025-00912|15|2025-01-02|2025-02-01|Paid|13338.79
913|INV-2026-00913|2|2026-06-01|2026-07-31|Paid|13110.42
914|INV-2026-00914|75|2026-07-27|2026-08-10|Paid|10012.00
915|INV-2025-00915|11|2025-07-27|2025-08-26|Paid|22869.34
916|INV-2025-00916|35|2025-04-09|2025-05-24|Paid|14705.52
917|INV-2025-00917|72|2025-03-12|2025-04-11|Paid|6997.74
918|INV-2025-00918|26|2025-02-15|2025-04-01|Paid|17904.84
919|INV-2026-00919|4|2026-01-22|2026-03-08|Paid|11568.28
920|INV-2025-00920|54|2025-05-04|2025-08-02|Paid|3533.28
921|INV-2026-00921|40|2026-09-05|2026-10-20|Open|11493.38
922|INV-2026-00922|69|2026-01-07|2026-01-21|Paid|8781.81
923|INV-2025-00923|34|2025-11-08|2025-12-23|Paid|1038.22
924|INV-2026-00924|63|2026-02-11|2026-03-28|Paid|779.44
925|INV-2026-00925|78|2026-01-29|2026-03-15|Paid|19918.03
926|INV-2026-00926|52|2026-07-06|2026-07-20|Paid|15829.94
927|INV-2026-00927|44|2026-01-24|2026-02-23|Paid|498.26
928|INV-2026-00928|72|2026-02-02|2026-03-04|Paid|1990.98
929|INV-2026-00929|79|2026-02-15|2026-04-16|Overdue|37740.77
930|INV-2026-00930|59|2026-06-26|2026-07-10|Paid|8081.06
931|INV-2025-00931|37|2025-03-05|2025-04-04|Paid|2882.61
932|INV-2025-00932|28|2025-08-19|2025-10-18|Paid|575.24
933|INV-2026-00933|54|2026-05-23|2026-08-21|Paid|34595.39
934|INV-2026-00934|12|2026-02-25|2026-03-27|Overdue|14149.04
935|INV-2025-00935|17|2025-08-07|2025-09-06|Paid|1730.49
936|INV-2026-00936|33|2026-07-22|2026-09-20|Paid|9974.98
937|INV-2026-00937|15|2026-04-03|2026-05-03|Paid|8117.07
938|INV-2026-00938|61|2026-01-24|2026-02-23|Paid|8695.12
939|INV-2026-00939|15|2026-03-11|2026-04-10|Paid|12592.21
940|INV-2026-00940|73|2026-09-01|2026-10-01|Open|26483.07
941|INV-2026-00941|21|2026-08-19|2026-10-18|Paid|10578.31
942|INV-2025-00942|18|2025-10-04|2025-12-03|Paid|33171.43
943|INV-2026-00943|32|2026-05-27|2026-06-10|Paid|1570.70
944|INV-2025-00944|71|2025-05-31|2025-07-30|Overdue|1697.58
945|INV-2026-00945|10|2026-04-18|2026-06-17|Paid|9960.29
946|INV-2025-00946|26|2025-11-07|2025-12-22|Overdue|5220.84
947|INV-2026-00947|46|2026-06-11|2026-07-26|Paid|3831.38
948|INV-2025-00948|40|2025-04-04|2025-05-19|Paid|18941.12
949|INV-2025-00949|10|2025-03-06|2025-05-05|Paid|18186.03
950|INV-2026-00950|36|2026-03-23|2026-04-06|Paid|2014.10
951|INV-2026-00951|48|2026-08-27|2026-09-26|Paid|1269.58
952|INV-2025-00952|4|2025-07-09|2025-08-23|Paid|3213.74
953|INV-2026-00953|42|2026-04-28|2026-06-27|Paid|6122.94
954|INV-2026-00954|3|2026-03-14|2026-04-13|Paid|12637.40
955|INV-2025-00955|68|2025-12-06|2026-02-04|Paid|32397.62
956|INV-2025-00956|33|2025-05-30|2025-07-29|Paid|6113.76
957|INV-2025-00957|53|2025-10-18|2026-01-16|Paid|5627.14
958|INV-2025-00958|16|2025-07-21|2025-08-20|Paid|21929.03
959|INV-2025-00959|33|2025-12-14|2026-02-12|Paid|11389.92
960|INV-2025-00960|65|2025-09-16|2025-11-15|Paid|33951.81
961|INV-2025-00961|8|2025-07-12|2025-08-11|Paid|10870.85
962|INV-2026-00962|35|2026-04-08|2026-05-23|Paid|3423.99
963|INV-2025-00963|7|2025-05-05|2025-06-19|Overdue|4336.90
964|INV-2026-00964|6|2026-08-01|2026-10-30|Open|5726.61
965|INV-2026-00965|3|2026-05-12|2026-06-11|Paid|20186.78
966|INV-2025-00966|73|2025-01-30|2025-03-01|Overdue|8553.30
967|INV-2025-00967|35|2025-07-27|2025-09-10|Paid|13260.60
968|INV-2025-00968|77|2025-04-17|2025-06-16|Paid|3744.89
969|INV-2026-00969|48|2026-04-24|2026-05-24|Paid|24904.74
970|INV-2026-00970|17|2026-07-13|2026-08-12|Paid|143.51
971|INV-2026-00971|8|2026-03-09|2026-04-08|Paid|11518.65
972|INV-2025-00972|5|2025-05-31|2025-06-14|Overdue|20409.43
973|INV-2025-00973|76|2025-05-30|2025-07-14|Overdue|25712.83
974|INV-2025-00974|26|2025-05-11|2025-06-25|Overdue|16312.17
975|INV-2025-00975|43|2025-09-15|2025-11-14|Paid|1032.55
976|INV-2025-00976|22|2025-05-02|2025-06-16|Overdue|4101.56
977|INV-2025-00977|66|2025-04-27|2025-05-27|Paid|5231.01
978|INV-2026-00978|75|2026-04-09|2026-04-23|Paid|14938.72
979|INV-2025-00979|57|2025-06-30|2025-08-14|Paid|4227.08
980|INV-2025-00980|26|2025-10-08|2025-11-22|Overdue|24389.96
981|INV-2026-00981|71|2026-07-03|2026-09-01|Overdue|15929.39
982|INV-2026-00982|5|2026-06-07|2026-06-21|Overdue|145.43
983|INV-2026-00983|44|2026-01-20|2026-02-19|Paid|2965.09
984|INV-2026-00984|23|2026-04-01|2026-05-01|Paid|7262.96
985|INV-2025-00985|17|2025-09-17|2025-10-17|Paid|42285.54
986|INV-2025-00986|74|2025-08-19|2025-11-17|Paid|282.54
987|INV-2025-00987|77|2025-11-12|2026-01-11|Paid|1125.80
988|INV-2025-00988|63|2025-09-05|2025-10-20|Paid|11903.34
989|INV-2025-00989|34|2025-05-31|2025-07-15|Paid|7464.77
990|INV-2026-00990|63|2026-06-26|2026-08-10|Paid|13892.78
991|INV-2025-00991|70|2025-11-20|2025-12-04|Paid|12781.70
992|INV-2026-00992|19|2026-05-04|2026-06-03|Paid|4299.17
993|INV-2026-00993|3|2026-04-30|2026-05-30|Paid|7059.74
994|INV-2026-00994|58|2026-08-17|2026-09-16|Paid|12102.57
995|INV-2025-00995|74|2025-12-01|2026-03-01|Paid|9350.27
996|INV-2025-00996|15|2025-09-01|2025-10-01|Paid|2016.73
997|INV-2025-00997|40|2025-04-04|2025-05-19|Paid|4420.74
998|INV-2025-00998|69|2025-04-03|2025-04-17|Overdue|2543.94
999|INV-2026-00999|71|2026-08-11|2026-10-10|Open|5003.28
1000|INV-2025-01000|19|2025-07-13|2025-08-12|Overdue|19553.05
1001|INV-2025-01001|13|2025-06-28|2025-07-28|Paid|11116.54
1002|INV-2026-01002|6|2026-07-10|2026-10-08|Paid|4160.05
1003|INV-2026-01003|44|2026-03-05|2026-04-04|Paid|6953.76
1004|INV-2026-01004|6|2026-03-11|2026-06-09|Paid|20699.74
1005|INV-2026-01005|16|2026-04-07|2026-05-07|Paid|3510.69
1006|INV-2025-01006|21|2025-10-21|2025-12-20|Paid|8846.57
1007|INV-2025-01007|64|2025-10-14|2025-11-13|Paid|7600.94
1008|INV-2026-01008|7|2026-07-01|2026-08-15|Paid|3119.52
1009|INV-2026-01009|10|2026-07-13|2026-09-11|Paid|16028.81
1010|INV-2025-01010|28|2025-06-11|2025-08-10|Paid|2141.30
1011|INV-2026-01011|63|2026-09-02|2026-10-17|Paid|9510.82
1012|INV-2026-01012|57|2026-09-08|2026-10-23|Open|7414.83
1013|INV-2025-01013|71|2025-04-11|2025-06-10|Overdue|485.90
1014|INV-2025-01014|10|2025-06-14|2025-08-13|Paid|2421.05
1015|INV-2026-01015|1|2026-09-12|2026-11-11|Paid|16933.62
1016|INV-2025-01016|19|2025-12-17|2026-01-16|Paid|9288.24
1017|INV-2025-01017|63|2025-03-02|2025-04-16|Paid|4497.17
1018|INV-2025-01018|37|2025-05-10|2025-06-09|Paid|4950.54
1019|INV-2025-01019|16|2025-11-06|2025-12-06|Paid|2764.34
1020|INV-2026-01020|50|2026-06-06|2026-07-21|Paid|12774.99
1021|INV-2026-01021|1|2026-05-20|2026-07-19|Paid|2983.46
1022|INV-2026-01022|68|2026-09-29|2026-11-28|Open|6483.66
1023|INV-2025-01023|58|2025-07-23|2025-08-22|Paid|2949.42
1024|INV-2025-01024|51|2025-08-16|2025-09-30|Paid|27050.81
1025|INV-2025-01025|78|2025-08-05|2025-09-19|Paid|14149.95
1026|INV-2026-01026|70|2026-07-01|2026-07-15|Paid|24201.77
1027|INV-2026-01027|56|2026-06-09|2026-07-24|Paid|25619.10
1028|INV-2025-01028|8|2025-05-20|2025-06-19|Paid|8226.36
1029|INV-2026-01029|63|2026-03-07|2026-04-21|Paid|18859.08
1030|INV-2025-01030|77|2025-04-15|2025-06-14|Paid|11311.32
1031|INV-2026-01031|28|2026-01-23|2026-03-24|Paid|48076.92
1032|INV-2025-01032|10|2025-11-23|2026-01-22|Paid|7335.90
1033|INV-2025-01033|13|2025-01-01|2025-01-31|Paid|12124.57
1034|INV-2025-01034|48|2025-06-06|2025-07-06|Paid|8673.56
1035|INV-2025-01035|56|2025-09-19|2025-11-03|Paid|12368.00
1036|INV-2025-01036|34|2025-09-08|2025-10-23|Paid|4386.20
1037|INV-2025-01037|74|2025-11-18|2026-02-16|Paid|29239.92
1038|INV-2026-01038|60|2026-03-23|2026-06-21|Paid|1864.21
1039|INV-2026-01039|29|2026-02-13|2026-03-15|Paid|2684.63
1040|INV-2025-01040|63|2025-12-27|2026-02-10|Paid|12106.40
1041|INV-2026-01041|19|2026-07-28|2026-08-27|Paid|11012.00
1042|INV-2026-01042|28|2026-05-28|2026-07-27|Paid|5719.48
1043|INV-2025-01043|63|2025-09-21|2025-11-05|Paid|16279.19
1044|INV-2026-01044|14|2026-06-29|2026-08-28|Overdue|16146.32
1045|INV-2026-01045|20|2026-04-22|2026-05-22|Paid|8277.64
1046|INV-2026-01046|20|2026-05-14|2026-06-13|Paid|20521.84
1047|INV-2025-01047|45|2025-06-26|2025-09-24|Paid|6558.46
1048|INV-2026-01048|57|2026-03-11|2026-04-25|Paid|1573.43
1049|INV-2026-01049|8|2026-06-22|2026-07-22|Paid|4835.78
1050|INV-2026-01050|45|2026-03-13|2026-06-11|Overdue|17146.90
1051|INV-2025-01051|21|2025-06-08|2025-08-07|Paid|4672.18
1052|INV-2026-01052|19|2026-06-24|2026-07-24|Overdue|8492.72
1053|INV-2026-01053|67|2026-08-15|2026-10-14|Open|1700.14
1054|INV-2025-01054|6|2025-11-04|2026-02-02|Paid|14613.48
1055|INV-2026-01055|24|2026-02-05|2026-05-06|Paid|3450.18
1056|INV-2026-01056|47|2026-03-04|2026-05-03|Paid|1907.07
1057|INV-2025-01057|21|2025-12-24|2026-02-22|Paid|12165.08
1058|INV-2026-01058|13|2026-01-16|2026-02-15|Paid|2497.70
1059|INV-2026-01059|36|2026-02-20|2026-03-06|Paid|1341.27
1060|INV-2025-01060|21|2025-04-18|2025-06-17|Paid|14885.10
1061|INV-2026-01061|28|2026-09-11|2026-11-10|Paid|19373.28
1062|INV-2026-01062|38|2026-04-16|2026-05-16|Paid|19799.41
1063|INV-2025-01063|54|2025-12-14|2026-03-14|Paid|3554.31
1064|INV-2026-01064|11|2026-09-28|2026-10-28|Paid|501.50
1065|INV-2026-01065|26|2026-08-13|2026-09-27|Overdue|806.05
1066|INV-2026-01066|24|2026-04-20|2026-07-19|Paid|18928.59
1067|INV-2025-01067|67|2025-09-19|2025-11-18|Paid|4288.90
1068|INV-2025-01068|61|2025-08-22|2025-09-21|Paid|113.81
1069|INV-2025-01069|3|2025-07-01|2025-07-31|Paid|3352.83
1070|INV-2026-01070|9|2026-02-03|2026-03-05|Paid|11999.11
1071|INV-2026-01071|29|2026-03-01|2026-03-31|Overdue|5992.16
1072|INV-2026-01072|74|2026-01-20|2026-04-20|Paid|6055.12
1073|INV-2025-01073|18|2025-05-15|2025-07-14|Overdue|1407.66
1074|INV-2025-01074|2|2025-05-26|2025-07-25|Paid|8449.88
1075|INV-2026-01075|42|2026-02-12|2026-04-13|Overdue|12219.86
1076|INV-2025-01076|26|2025-10-14|2025-11-28|Overdue|6672.71
1077|INV-2026-01077|57|2026-07-07|2026-08-21|Paid|13546.30
1078|INV-2026-01078|71|2026-08-26|2026-10-25|Paid|28925.38
1079|INV-2025-01079|54|2025-08-12|2025-11-10|Paid|12385.88
1080|INV-2025-01080|74|2025-07-16|2025-10-14|Paid|10517.00
1081|INV-2025-01081|28|2025-07-13|2025-09-11|Paid|4226.54
1082|INV-2026-01082|64|2026-07-10|2026-08-09|Paid|23405.62
1083|INV-2025-01083|5|2025-05-08|2025-05-22|Overdue|12582.98
1084|INV-2025-01084|47|2025-07-24|2025-09-22|Paid|3338.30
1085|INV-2025-01085|66|2025-12-03|2026-01-02|Paid|25726.30
1086|INV-2025-01086|1|2025-04-16|2025-06-15|Paid|7620.68
1087|INV-2025-01087|19|2025-07-30|2025-08-29|Overdue|5853.32
1088|INV-2026-01088|11|2026-09-04|2026-10-04|Paid|11301.99
1089|INV-2025-01089|62|2025-09-17|2025-12-16|Paid|6404.32
1090|INV-2025-01090|39|2025-07-03|2025-08-17|Overdue|1760.82
1091|INV-2025-01091|72|2025-01-24|2025-02-23|Overdue|4876.43
1092|INV-2025-01092|48|2025-09-16|2025-10-16|Paid|18119.49
1093|INV-2025-01093|44|2025-10-24|2025-11-23|Paid|26233.78
1094|INV-2025-01094|34|2025-02-27|2025-04-13|Paid|22518.08
1095|INV-2026-01095|78|2026-09-29|2026-11-13|Open|20963.94
1096|INV-2025-01096|48|2025-07-17|2025-08-16|Paid|1560.72
1097|INV-2026-01097|26|2026-08-19|2026-10-03|Open|8628.00
1098|INV-2026-01098|32|2026-06-30|2026-07-14|Paid|40047.07
1099|INV-2025-01099|63|2025-10-24|2025-12-08|Paid|5626.30
1100|INV-2026-01100|44|2026-01-13|2026-02-12|Paid|17088.13
1101|INV-2026-01101|31|2026-04-19|2026-05-19|Paid|6358.34
1102|INV-2025-01102|68|2025-05-06|2025-07-05|Paid|4540.84
1103|INV-2026-01103|40|2026-09-04|2026-10-19|Open|11278.39
1104|INV-2025-01104|49|2025-08-16|2025-09-30|Paid|21595.24
1105|INV-2026-01105|15|2026-08-07|2026-09-06|Paid|630.26
1106|INV-2026-01106|37|2026-04-07|2026-05-07|Paid|14103.72
1107|INV-2026-01107|53|2026-08-26|2026-11-24|Paid|22769.17
1108|INV-2025-01108|22|2025-04-06|2025-05-21|Overdue|16051.19
1109|INV-2026-01109|50|2026-03-30|2026-05-14|Paid|30096.41
1110|INV-2025-01110|32|2025-05-03|2025-05-17|Paid|6464.02
1111|INV-2026-01111|15|2026-05-12|2026-06-11|Paid|13241.32
1112|INV-2025-01112|11|2025-09-14|2025-10-14|Paid|24269.71
1113|INV-2026-01113|21|2026-06-17|2026-08-16|Paid|5384.49
1114|INV-2026-01114|23|2026-03-22|2026-04-21|Paid|16960.62
1115|INV-2025-01115|28|2025-08-06|2025-10-05|Paid|29693.30
1116|INV-2025-01116|58|2025-04-21|2025-05-21|Paid|21039.91
1117|INV-2025-01117|28|2025-11-03|2026-01-02|Paid|5219.84
1118|INV-2026-01118|21|2026-06-14|2026-08-13|Paid|3467.60
1119|INV-2025-01119|50|2025-05-16|2025-06-30|Paid|26117.39
1120|INV-2026-01120|38|2026-05-15|2026-06-14|Paid|9115.70
1121|INV-2025-01121|77|2025-04-02|2025-06-01|Paid|2172.69
1122|INV-2026-01122|18|2026-01-04|2026-03-05|Overdue|11073.54
1123|INV-2025-01123|74|2025-12-31|2026-03-31|Paid|2612.56
1124|INV-2025-01124|18|2025-10-09|2025-12-08|Overdue|3796.46
1125|INV-2025-01125|32|2025-09-29|2025-10-13|Paid|10733.60
1126|INV-2026-01126|22|2026-02-04|2026-03-21|Overdue|4006.22
1127|INV-2026-01127|7|2026-01-19|2026-03-05|Overdue|16904.20
1128|INV-2025-01128|55|2025-12-24|2026-02-07|Overdue|7550.36
1129|INV-2025-01129|41|2025-07-12|2025-08-26|Paid|16817.73
1130|INV-2026-01130|1|2026-04-25|2026-06-24|Paid|2696.37
1131|INV-2026-01131|10|2026-07-28|2026-09-26|Paid|5565.11
1132|INV-2026-01132|11|2026-09-27|2026-10-27|Open|13499.50
1133|INV-2025-01133|39|2025-06-03|2025-07-18|Paid|8396.09
1134|INV-2026-01134|75|2026-09-09|2026-09-23|Paid|17793.01
1135|INV-2026-01135|70|2026-06-25|2026-07-09|Paid|1859.85
1136|INV-2025-01136|21|2025-12-05|2026-02-03|Paid|7071.13
1137|INV-2025-01137|7|2025-03-14|2025-04-28|Paid|1066.59
1138|INV-2026-01138|79|2026-07-18|2026-09-16|Overdue|3524.84
1139|INV-2025-01139|57|2025-11-05|2025-12-20|Paid|5660.72
1140|INV-2026-01140|15|2026-09-21|2026-10-21|Paid|6055.15
1141|INV-2025-01141|77|2025-07-30|2025-09-28|Paid|25881.01
1142|INV-2026-01142|63|2026-01-02|2026-02-16|Paid|8910.80
1143|INV-2026-01143|77|2026-09-21|2026-11-20|Paid|17883.93
1144|INV-2025-01144|36|2025-05-01|2025-05-15|Paid|15970.92
1145|INV-2026-01145|43|2026-09-09|2026-11-08|Open|18034.32
1146|INV-2026-01146|63|2026-04-11|2026-05-26|Paid|1463.35
1147|INV-2025-01147|59|2025-06-04|2025-06-18|Paid|7195.79
1148|INV-2026-01148|68|2026-01-02|2026-03-03|Paid|3335.30
1149|INV-2026-01149|26|2026-07-21|2026-09-04|Overdue|5054.34
1150|INV-2026-01150|72|2026-08-16|2026-09-15|Paid|13513.73
1151|INV-2025-01151|13|2025-09-12|2025-10-12|Paid|13227.04
1152|INV-2025-01152|62|2025-10-08|2026-01-06|Paid|6560.63
1153|INV-2025-01153|25|2025-12-24|2026-02-07|Paid|14185.10
1154|INV-2025-01154|76|2025-05-16|2025-06-30|Paid|1351.92
