payment_id|invoice_id|paid_date|method|amount
1170|819|2026-05-05|Bank Transfer|10860.49
1171|1487|2026-05-05|Direct Debit|23282.44
1172|1815|2026-05-05|Bank Transfer|6675.62
1173|337|2026-05-06|Direct Debit|5639.56
1174|617|2026-05-06|Bank Transfer|10127.03
1175|889|2026-05-06|Bank Transfer|1732.02
1176|969|2026-05-06|Direct Debit|24904.74
1177|1945|2026-05-06|Bank Transfer|3224.11
1178|319|2026-05-07|Direct Debit|4913.38
1179|1196|2026-05-07|Bank Transfer|3262.62
1180|1494|2026-05-07|Bank Transfer|2043.96
1181|278|2026-05-08|Bank Transfer|5938.83
1182|1101|2026-05-08|Bank Transfer|6358.34
1183|1473|2026-05-08|Bank Transfer|8439.77
1184|349|2026-05-09|Direct Debit|6225.07
1185|1813|2026-05-09|Bank Transfer|24664.37
1186|13|2026-05-10|Credit Card|19748.38
1187|649|2026-05-10|Bank Transfer|11069.93
1188|992|2026-05-10|Bank Transfer|4299.17
1189|1989|2026-05-10|Bank Transfer|31124.56
1190|23|2026-05-11|Bank Transfer|3722.20
1191|121|2026-05-11|Bank Transfer|5990.48
1192|251|2026-05-11|Bank Transfer|2991.58
1193|355|2026-05-11|Check|4022.03
1194|1062|2026-05-11|Bank Transfer|19799.41
1195|1522|2026-05-11|Bank Transfer|15145.19
1196|1575|2026-05-11|Credit Card|8291.86
1197|1773|2026-05-11|Bank Transfer|2195.20
1198|58|2026-05-12|Credit Card|10416.16
1199|1900|2026-05-12|Direct Debit|33280.08
1200|1646|2026-05-13|Bank Transfer|13166.32
1201|1448|2026-05-14|Credit Card|2945.70
1202|466|2026-05-15|Credit Card|8353.04
1203|1114|2026-05-15|Credit Card|16960.62
1204|1281|2026-05-15|Bank Transfer|8069.58
1205|1443|2026-05-15|Credit Card|14569.63
1206|1548|2026-05-15|Bank Transfer|1394.09
1207|1953|2026-05-15|Bank Transfer|1575.06
1208|1539|2026-05-16|Credit Card|16960.56
1209|645|2026-05-17|Direct Debit|10513.85
1210|1045|2026-05-17|Check|8277.64
1211|1120|2026-05-17|Bank Transfer|9115.70
1212|1591|2026-05-17|Bank Transfer|1546.16
1213|80|2026-05-18|Bank Transfer|1415.80
1214|568|2026-05-18|Bank Transfer|1846.04
1215|1861|2026-05-18|Direct Debit|2737.76
1216|580|2026-05-19|Direct Debit|14864.48
1217|1127|2026-05-19|Bank Transfer|5482.99
1218|1314|2026-05-19|Bank Transfer|3371.06
1219|1470|2026-05-19|Direct Debit|19714.84
1220|1480|2026-05-19|Bank Transfer|4618.02
1221|488|2026-05-20|Bank Transfer|18702.15
1222|1442|2026-05-20|Credit Card|4767.97
1223|1256|2026-05-21|Bank Transfer|5307.56
1224|625|2026-05-22|Bank Transfer|19775.81
1225|1046|2026-05-22|Bank Transfer|20521.84
1226|1307|2026-05-22|Direct Debit|345.62
1227|599|2026-05-23|Check|4919.98
1228|901|2026-05-23|Bank Transfer|5929.20
1229|1945|2026-05-23|Direct Debit|3224.12
1230|56|2026-05-24|Bank Transfer|30521.02
1231|633|2026-05-24|Bank Transfer|10268.80
1232|875|2026-05-24|Bank Transfer|2847.05
1233|887|2026-05-24|Bank Transfer|11019.33
1234|1146|2026-05-24|Direct Debit|1463.35
1235|1187|2026-05-25|Bank Transfer|2731.36
1236|1130|2026-05-26|Bank Transfer|1078.55
1237|1313|2026-05-26|Bank Transfer|8819.41
1238|1559|2026-05-26|Bank Transfer|7448.32
1239|1831|2026-05-26|Bank Transfer|21640.42
1240|606|2026-05-27|Credit Card|8417.58
1241|446|2026-05-28|Credit Card|6421.65
1242|491|2026-05-28|Bank Transfer|2001.84
1243|259|2026-05-29|Bank Transfer|513.83
1244|289|2026-05-29|Direct Debit|20965.97
1245|404|2026-05-29|Credit Card|11768.45
1246|725|2026-05-29|Credit Card|2455.92
1247|74|2026-05-30|Bank Transfer|24519.69
1248|1005|2026-05-30|Direct Debit|2457.48
1249|226|2026-05-31|Direct Debit|6052.32
1250|1325|2026-05-31|Direct Debit|4638.37
1251|1421|2026-05-31|Bank Transfer|6751.44
1252|1643|2026-05-31|Bank Transfer|18580.00
1253|1701|2026-05-31|Bank Transfer|16408.06
1254|846|2026-06-01|Bank Transfer|6076.82
1255|943|2026-06-01|Credit Card|1570.70
1256|1111|2026-06-01|Direct Debit|13241.32
1257|41|2026-06-02|Bank Transfer|17507.47
1258|356|2026-06-03|Bank Transfer|3922.14
1259|384|2026-06-03|Bank Transfer|19244.42
1260|937|2026-06-03|Credit Card|5681.95
1261|965|2026-06-03|Check|6056.03
1262|1327|2026-06-03|Direct Debit|3329.24
1263|1473|2026-06-03|Credit Card|8439.78
1264|12|2026-06-04|Bank Transfer|19111.36
1265|697|2026-06-04|Bank Transfer|14061.45
1266|1648|2026-06-04|Bank Transfer|4500.02
1267|1400|2026-06-05|Bank Transfer|2026.01
1268|768|2026-06-06|Bank Transfer|909.26
1269|1332|2026-06-06|Bank Transfer|16069.37
1270|1344|2026-06-06|Direct Debit|4687.23
1271|1449|2026-06-06|Direct Debit|4583.80
1272|1842|2026-06-06|Bank Transfer|8550.04
1273|532|2026-06-07|Credit Card|2250.83
1274|1296|2026-06-07|Bank Transfer|14311.57
1275|1433|2026-06-08|Credit Card|4260.32
1276|208|2026-06-09|Direct Debit|5477.59
1277|278|2026-06-09|Bank Transfer|13857.27
1278|714|2026-06-09|Direct Debit|7886.19
1279|724|2026-06-09|Bank Transfer|1813.56
1280|913|2026-06-09|Bank Transfer|13110.42
1281|1265|2026-06-09|Bank Transfer|245.40
1282|186|2026-06-10|Bank Transfer|1216.95
1283|472|2026-06-10|Direct Debit|9280.23
1284|763|2026-06-10|Bank Transfer|16202.30
1285|1376|2026-06-10|Bank Transfer|13804.11
1286|213|2026-06-11|Bank Transfer|11736.63
1287|216|2026-06-11|Direct Debit|6252.70
1288|587|2026-06-11|Bank Transfer|2179.35
1289|813|2026-06-11|Credit Card|11804.30
1290|1307|2026-06-11|Direct Debit|345.63
1291|1513|2026-06-11|Bank Transfer|9203.39
1292|1770|2026-06-11|Bank Transfer|40991.78
1293|1909|2026-06-11|Bank Transfer|3077.59
1294|1938|2026-06-11|Direct Debit|13095.19
1295|42|2026-06-12|Credit Card|23744.59
1296|231|2026-06-12|Bank Transfer|2081.98
1297|518|2026-06-12|Credit Card|8583.96
1298|824|2026-06-12|Direct Debit|993.84
1299|327|2026-06-13|Credit Card|2145.00
1300|583|2026-06-13|Bank Transfer|17014.10
1301|1801|2026-06-13|Bank Transfer|1577.75
1302|575|2026-06-14|Direct Debit|3702.42
1303|1511|2026-06-14|Direct Debit|15315.21
1304|124|2026-06-15|Bank Transfer|4886.80
1305|1518|2026-06-15|Credit Card|10719.86
1306|1751|2026-06-15|Credit Card|3444.21
1307|68|2026-06-16|Direct Debit|12114.14
1308|760|2026-06-17|Bank Transfer|11085.14
1309|780|2026-06-17|Bank Transfer|2558.51
1310|1042|2026-06-17|Bank Transfer|5719.48
1311|1584|2026-06-17|Bank Transfer|24006.62
1312|67|2026-06-18|Bank Transfer|20390.74
1313|857|2026-06-18|Bank Transfer|2694.18
1314|1840|2026-06-18|Bank Transfer|23248.10
1315|1944|2026-06-18|Bank Transfer|2891.23
1316|792|2026-06-19|Bank Transfer|2061.81
1317|286|2026-06-20|Credit Card|8693.12
1318|566|2026-06-20|Direct Debit|5904.14
1319|1568|2026-06-20|Bank Transfer|17099.24
1320|569|2026-06-21|Direct Debit|1519.00
1321|572|2026-06-21|Direct Debit|3896.68
1322|1027|2026-06-21|Direct Debit|25619.10
1323|595|2026-06-22|Bank Transfer|44882.11
1324|822|2026-06-22|Bank Transfer|1988.72
1325|1118|2026-06-22|Bank Transfer|3467.60
1326|1190|2026-06-22|Direct Debit|3922.65
1327|1204|2026-06-22|Bank Transfer|7365.75
1328|1205|2026-06-22|Direct Debit|12729.80
1329|1538|2026-06-22|Bank Transfer|14726.81
1330|1657|2026-06-22|Direct Debit|3895.69
1331|1878|2026-06-22|Bank Transfer|7090.60
1332|866|2026-06-23|Bank Transfer|5297.76
1333|166|2026-06-24|Bank Transfer|23563.55
1334|1862|2026-06-24|Bank Transfer|2235.70
1335|59|2026-06-25|Credit Card|9932.95
1336|965|2026-06-25|Credit Card|14130.75
1337|192|2026-06-26|Bank Transfer|5276.00
1338|367|2026-06-26|Direct Debit|4255.68
1339|759|2026-06-26|Bank Transfer|35924.37
1340|795|2026-06-26|Bank Transfer|777.23
1341|1049|2026-06-26|Bank Transfer|4835.78
1342|179|2026-06-27|Direct Debit|12073.40
1343|254|2026-06-27|Bank Transfer|239.98
1344|1130|2026-06-27|Credit Card|1617.82
1345|1827|2026-06-27|Bank Transfer|427.93
1346|703|2026-06-28|Bank Transfer|1955.36
1347|930|2026-06-28|Direct Debit|8081.06
1348|933|2026-06-28|Bank Transfer|34595.39
1349|1021|2026-06-28|Credit Card|2983.46
1350|1725|2026-06-28|Direct Debit|7836.19
1351|1669|2026-06-29|Credit Card|16740.94
1352|1734|2026-06-29|Bank Transfer|6886.59
1353|163|2026-06-30|Bank Transfer|2377.14
1354|945|2026-06-30|Bank Transfer|9960.29
1355|1185|2026-06-30|Bank Transfer|3714.58
1356|1350|2026-06-30|Bank Transfer|14703.33
1357|770|2026-07-01|Bank Transfer|4804.07
1358|1020|2026-07-01|Bank Transfer|12774.99
1359|1873|2026-07-01|Direct Debit|24723.28
1360|194|2026-07-02|Direct Debit|18546.83
1361|886|2026-07-02|Bank Transfer|926.37
1362|1026|2026-07-02|Bank Transfer|24201.77
1363|1098|2026-07-02|Bank Transfer|40047.07
1364|1496|2026-07-02|Direct Debit|10929.66
1365|215|2026-07-03|Direct Debit|8118.47
1366|1466|2026-07-03|Credit Card|3249.47
1367|549|2026-07-04|Credit Card|706.32
1368|704|2026-07-04|Bank Transfer|11437.45
1369|1605|2026-07-04|Bank Transfer|7054.18
1370|1756|2026-07-04|Bank Transfer|7173.78
1371|486|2026-07-05|Direct Debit|3753.86
1372|676|2026-07-05|Bank Transfer|2305.05
1373|1324|2026-07-05|Bank Transfer|1423.90
1374|1706|2026-07-05|Direct Debit|9400.00
1375|585|2026-07-06|Bank Transfer|12032.10
1376|621|2026-07-06|Bank Transfer|8159.86
1377|1964|2026-07-06|Direct Debit|10878.37
1378|380|2026-07-07|Direct Debit|409.47
1379|618|2026-07-07|Bank Transfer|19968.12
1380|1113|2026-07-07|Direct Debit|5384.49
1381|254|2026-07-08|Credit Card|239.98
1382|493|2026-07-08|Bank Transfer|1352.43
1383|214|2026-07-09|Direct Debit|4140.38
1384|610|2026-07-09|Bank Transfer|4411.45
1385|662|2026-07-09|Direct Debit|3146.24
1386|752|2026-07-09|Credit Card|6314.31
1387|1856|2026-07-09|Bank Transfer|3005.31
1388|1996|2026-07-09|Check|5693.79
1389|129|2026-07-10|Bank Transfer|12427.27
1390|256|2026-07-10|Credit Card|3725.02
1391|344|2026-07-10|Bank Transfer|3132.76
1392|417|2026-07-10|Credit Card|22008.48
1393|1337|2026-07-10|Direct Debit|13981.46
1394|1947|2026-07-10|Bank Transfer|9366.87
1395|1981|2026-07-10|Direct Debit|1776.50
1396|138|2026-07-11|Bank Transfer|12164.45
1397|422|2026-07-11|Bank Transfer|7457.55
1398|953|2026-07-11|Direct Debit|6122.94
1399|1305|2026-07-11|Bank Transfer|10240.96
1400|1339|2026-07-11|Bank Transfer|960.15
1401|775|2026-07-12|Direct Debit|18601.10
1402|1931|2026-07-12|Check|11680.76
1403|160|2026-07-13|Credit Card|1530.34
1404|248|2026-07-13|Bank Transfer|3098.25
1405|1002|2026-07-13|Direct Debit|4160.05
1406|75|2026-07-14|Bank Transfer|1274.42
1407|547|2026-07-14|Bank Transfer|11786.10
1408|650|2026-07-14|Bank Transfer|7448.82
1409|1732|2026-07-14|Check|996.50
1410|1936|2026-07-14|Direct Debit|20221.81
1411|54|2026-07-16|Bank Transfer|2490.39
1412|876|2026-07-16|Bank Transfer|5777.66
1413|1393|2026-07-16|Direct Debit|5698.86
1414|1676|2026-07-16|Bank Transfer|19664.17
1415|1727|2026-07-16|Bank Transfer|11029.68
1416|1082|2026-07-17|Bank Transfer|23405.62
1417|1135|2026-07-17|Bank Transfer|929.92
1418|1802|2026-07-17|Direct Debit|1466.89
1419|661|2026-07-18|Credit Card|15477.14
1420|1066|2026-07-18|Direct Debit|18928.59
1421|1321|2026-07-18|Direct Debit|12642.90
1422|291|2026-07-19|Bank Transfer|637.92
1423|818|2026-07-19|Bank Transfer|9295.85
1424|1373|2026-07-19|Bank Transfer|26910.27
1425|556|2026-07-20|Bank Transfer|13063.66
1426|1077|2026-07-20|Direct Debit|13546.30
1427|751|2026-07-21|Bank Transfer|3848.62
1428|926|2026-07-21|Bank Transfer|4748.98
1429|1325|2026-07-21|Credit Card|3092.25
1430|1794|2026-07-21|Direct Debit|3058.16
1431|1926|2026-07-22|Credit Card|6727.00
1432|1988|2026-07-22|Credit Card|11727.88
1433|1232|2026-07-23|Direct Debit|5503.94
1434|1665|2026-07-23|Check|5960.07
1435|277|2026-07-24|Bank Transfer|25015.88
1436|134|2026-07-25|Bank Transfer|2290.90
1437|1252|2026-07-25|Bank Transfer|13589.23
1438|98|2026-07-26|Bank Transfer|2128.24
1439|170|2026-07-26|Bank Transfer|839.36
1440|272|2026-07-26|Bank Transfer|1880.70
1441|970|2026-07-26|Credit Card|143.51
1442|1563|2026-07-26|Direct Debit|2953.28
1443|1829|2026-07-26|Credit Card|21063.08
1444|49|2026-07-28|Bank Transfer|2751.06
1445|285|2026-07-28|Check|14102.95
1446|343|2026-07-28|Check|24307.27
1447|791|2026-07-28|Bank Transfer|7187.68
1448|947|2026-07-28|Bank Transfer|3831.38
1449|1300|2026-07-28|Credit Card|2777.91
1450|97|2026-07-29|Check|3920.24
1451|378|2026-07-29|Bank Transfer|11157.53
1452|582|2026-07-30|Bank Transfer|548.81
1453|402|2026-07-31|Bank Transfer|10284.13
1454|572|2026-07-31|Bank Transfer|3896.69
1455|822|2026-07-31|Credit Card|2983.09
1456|1131|2026-07-31|Bank Transfer|5565.11
1457|1237|2026-07-31|Direct Debit|22986.60
1458|681|2026-08-01|Bank Transfer|2376.75
1459|914|2026-08-01|Credit Card|10012.00
1460|528|2026-08-03|Check|37639.21
1461|779|2026-08-03|Bank Transfer|10981.46
1462|1409|2026-08-04|Bank Transfer|1521.78
1463|131|2026-08-05|Bank Transfer|1141.52
1464|990|2026-08-05|Credit Card|13892.78
1465|1405|2026-08-05|Bank Transfer|6988.42
1466|713|2026-08-06|Bank Transfer|6559.22
1467|926|2026-08-06|Bank Transfer|11080.96
1468|1159|2026-08-06|Credit Card|1561.72
1469|1446|2026-08-06|Bank Transfer|582.69
1470|1135|2026-08-08|Credit Card|929.93
1471|53|2026-08-09|Bank Transfer|21839.29
1472|95|2026-08-10|Bank Transfer|7945.64
1473|149|2026-08-10|Bank Transfer|11985.74
1474|1497|2026-08-10|Bank Transfer|7650.48
1475|1746|2026-08-10|Credit Card|13579.72
1476|193|2026-08-11|Credit Card|8553.26
1477|1008|2026-08-11|Credit Card|3119.52
1478|1340|2026-08-11|Credit Card|28237.17
1479|1368|2026-08-11|Bank Transfer|18861.96
1480|1855|2026-08-11|Direct Debit|19393.38
1481|487|2026-08-12|Bank Transfer|3483.57
1482|1402|2026-08-12|Bank Transfer|2140.22
1483|1836|2026-08-12|Bank Transfer|9707.01
1484|357|2026-08-13|Bank Transfer|7537.23
1485|544|2026-08-13|Bank Transfer|29535.82
1486|577|2026-08-13|Credit Card|4346.90
1487|663|2026-08-13|Direct Debit|1926.61
1488|1308|2026-08-13|Bank Transfer|27660.68
1489|1912|2026-08-13|Bank Transfer|3645.41
1490|1961|2026-08-13|Bank Transfer|5021.58
1491|1194|2026-08-14|Bank Transfer|6270.35
1492|1663|2026-08-14|Bank Transfer|22114.85
1493|1814|2026-08-14|Check|5123.04
1494|1959|2026-08-14|Bank Transfer|473.44
1495|144|2026-08-15|Bank Transfer|16317.53
1496|170|2026-08-15|Direct Debit|1958.52
1497|1916|2026-08-15|Bank Transfer|3412.18
1498|40|2026-08-17|Bank Transfer|2637.05
1499|217|2026-08-17|Bank Transfer|34421.98
1500|1218|2026-08-17|Bank Transfer|2514.87
1501|1527|2026-08-17|Direct Debit|2334.26
1502|1806|2026-08-17|Bank Transfer|23774.94
1503|1910|2026-08-17|Bank Transfer|14824.64
1504|167|2026-08-18|Bank Transfer|13093.53
1505|475|2026-08-18|Bank Transfer|4763.45
1506|498|2026-08-18|Credit Card|31363.46
1507|686|2026-08-18|Credit Card|9860.91
1508|964|2026-08-19|Bank Transfer|3213.99
1509|1311|2026-08-19|Bank Transfer|378.89
1510|1865|2026-08-19|Direct Debit|2343.70
1511|1963|2026-08-19|Bank Transfer|2341.47
1512|640|2026-08-20|Credit Card|6133.32
1513|1440|2026-08-20|Bank Transfer|18013.22
1514|1600|2026-08-20|Bank Transfer|8048.30
1515|1930|2026-08-21|Bank Transfer|18478.78
1516|1653|2026-08-22|Bank Transfer|2285.16
1517|1867|2026-08-22|Bank Transfer|3467.76
1518|102|2026-08-23|Bank Transfer|4163.83
1519|153|2026-08-23|Direct Debit|12293.78
1520|1644|2026-08-23|Credit Card|500.21
1521|1754|2026-08-23|Check|1276.85
1522|1288|2026-08-24|Check|7021.03
1523|1493|2026-08-24|Bank Transfer|8940.30
1524|512|2026-08-25|Credit Card|5658.50
1525|266|2026-08-26|Bank Transfer|15110.68
1526|841|2026-08-26|Bank Transfer|14699.77
1527|843|2026-08-26|Direct Debit|12445.22
1528|1239|2026-08-26|Bank Transfer|5169.47
1529|1514|2026-08-26|Direct Debit|4387.62
1530|1556|2026-08-26|Check|4780.55
1531|463|2026-08-27|Bank Transfer|2117.16
1532|492|2026-08-27|Bank Transfer|6071.56
1533|827|2026-08-27|Credit Card|13608.96
1534|1041|2026-08-27|Direct Debit|11012.00
1535|1209|2026-08-27|Bank Transfer|356.06
1536|1892|2026-08-27|Bank Transfer|16856.65
1537|574|2026-08-28|Bank Transfer|3080.75
1538|722|2026-08-28|Bank Transfer|1081.35
1539|806|2026-08-28|Bank Transfer|15192.49
1540|870|2026-08-28|Direct Debit|9782.50
1541|1105|2026-08-28|Bank Transfer|630.26
1542|1710|2026-08-28|Bank Transfer|12935.78
1543|1758|2026-08-28|Bank Transfer|2551.67
1544|1824|2026-08-28|Bank Transfer|3158.23
1545|365|2026-08-29|Direct Debit|11002.70
1546|603|2026-08-29|Bank Transfer|20031.96
1547|671|2026-08-29|Direct Debit|6503.97
1548|302|2026-08-30|Credit Card|2214.14
1549|655|2026-08-30|Bank Transfer|27819.60
1550|1462|2026-08-30|Direct Debit|16757.83
1551|1971|2026-08-30|Check|4563.51
1552|994|2026-08-31|Bank Transfer|12102.57
1553|1164|2026-08-31|Bank Transfer|20670.47
1554|345|2026-09-01|Bank Transfer|4461.70
1555|1150|2026-09-01|Bank Transfer|13513.73
1556|1179|2026-09-01|Bank Transfer|13018.69
1557|1389|2026-09-01|Bank Transfer|12611.59
1558|1521|2026-09-01|Check|4224.18
1559|1899|2026-09-01|Bank Transfer|11460.06
1560|1999|2026-09-01|Bank Transfer|36324.83
1561|1009|2026-09-02|Bank Transfer|16028.81
1562|1542|2026-09-02|Bank Transfer|6821.78
1563|221|2026-09-03|Direct Debit|3303.05
1564|750|2026-09-03|Credit Card|4228.25
1565|1270|2026-09-03|Bank Transfer|2046.02
1566|26|2026-09-04|Bank Transfer|3715.53
1567|1245|2026-09-04|Bank Transfer|5750.31
1568|1788|2026-09-04|Direct Debit|19748.10
1569|309|2026-09-05|Bank Transfer|4102.26
1570|936|2026-09-05|Direct Debit|9974.98
1571|1922|2026-09-05|Check|5900.15
1572|82|2026-09-06|Credit Card|15546.93
1573|230|2026-09-06|Bank Transfer|16182.16
1574|542|2026-09-06|Bank Transfer|17346.86
1575|1251|2026-09-06|Bank Transfer|11784.68
1576|1913|2026-09-06|Credit Card|4555.19
1577|769|2026-09-07|Bank Transfer|10893.19
1578|1531|2026-09-07|Bank Transfer|12535.89
1579|1610|2026-09-07|Direct Debit|6236.50
1580|1946|2026-09-07|Bank Transfer|17052.98
1581|694|2026-09-08|Bank Transfer|6133.85
1582|728|2026-09-08|Direct Debit|16999.54
1583|869|2026-09-08|Direct Debit|317.66
1584|335|2026-09-09|Direct Debit|3530.94
1585|442|2026-09-09|Bank Transfer|748.66
1586|699|2026-09-09|Bank Transfer|13615.45
1587|788|2026-09-09|Credit Card|30538.81
1588|1088|2026-09-09|Bank Transfer|11301.99
1589|173|2026-09-10|Bank Transfer|885.98
1590|241|2026-09-10|Bank Transfer|2362.36
1591|951|2026-09-10|Direct Debit|1269.58
1592|1471|2026-09-10|Bank Transfer|8083.48
1593|1604|2026-09-10|Bank Transfer|13843.19
1594|1693|2026-09-10|Bank Transfer|16018.96
1595|1809|2026-09-10|Bank Transfer|12826.75
1596|692|2026-09-11|Bank Transfer|9068.91
1597|1011|2026-09-11|Direct Debit|9510.82
1598|1078|2026-09-11|Bank Transfer|28925.38
1599|1390|2026-09-11|Direct Debit|5489.64
1600|1822|2026-09-11|Bank Transfer|16713.39
1601|663|2026-09-12|Credit Card|4495.42
1602|1172|2026-09-12|Bank Transfer|12448.94
1603|1276|2026-09-12|Bank Transfer|6749.74
1604|1882|2026-09-12|Direct Debit|18700.40
1605|51|2026-09-13|Direct Debit|487.42
1606|601|2026-09-13|Bank Transfer|16957.92
1607|604|2026-09-13|Bank Transfer|4141.38
1608|754|2026-09-13|Direct Debit|3388.80
1609|853|2026-09-13|Direct Debit|856.01
1610|383|2026-09-14|Bank Transfer|18252.21
1611|1134|2026-09-14|Check|17793.01
1612|1879|2026-09-14|Bank Transfer|18984.53
1613|183|2026-09-15|Bank Transfer|1904.70
1614|470|2026-09-15|Check|33653.45
1615|92|2026-09-16|Bank Transfer|1136.39
1616|530|2026-09-16|Bank Transfer|6970.20
1617|842|2026-09-16|Credit Card|5629.75
1618|1181|2026-09-16|Bank Transfer|1179.96
1619|357|2026-09-17|Check|7537.23
1620|878|2026-09-17|Direct Debit|959.06
1621|1122|2026-09-17|Direct Debit|1843.41
1622|1244|2026-09-18|Bank Transfer|4064.92
1623|1682|2026-09-18|Bank Transfer|9425.47
1624|115|2026-09-19|Direct Debit|1224.84
1625|158|2026-09-19|Direct Debit|2305.12
1626|1595|2026-09-19|Credit Card|20060.21
1627|43|2026-09-20|Check|12258.88
1628|893|2026-09-20|Bank Transfer|2936.84
1629|1061|2026-09-20|Bank Transfer|5811.98
1630|1685|2026-09-20|Direct Debit|16500.70
1631|140|2026-09-21|Bank Transfer|6421.64
1632|398|2026-09-21|Bank Transfer|11229.23
1633|156|2026-09-22|Credit Card|4242.16
1634|527|2026-09-22|Bank Transfer|3189.98
1635|941|2026-09-22|Bank Transfer|10578.31
1636|1140|2026-09-22|Bank Transfer|6055.15
1637|1169|2026-09-22|Bank Transfer|54962.22
1638|1724|2026-09-22|Bank Transfer|4808.36
1639|3|2026-09-23|Bank Transfer|5688.26
1640|38|2026-09-23|Bank Transfer|32061.83
1641|325|2026-09-23|Bank Transfer|14386.58
1642|1107|2026-09-23|Credit Card|22769.17
1643|1612|2026-09-23|Direct Debit|2563.06
1644|1720|2026-09-23|Credit Card|6454.68
1645|1901|2026-09-23|Bank Transfer|12765.53
1646|15|2026-09-24|Credit Card|14090.83
1647|236|2026-09-24|Direct Debit|10453.20
1648|407|2026-09-24|Bank Transfer|10731.37
1649|1943|2026-09-24|Bank Transfer|22215.40
1650|244|2026-09-25|Credit Card|805.23
1651|361|2026-09-25|Bank Transfer|1728.52
1652|393|2026-09-25|Bank Transfer|1191.36
1653|439|2026-09-25|Bank Transfer|5982.37
1654|642|2026-09-25|Direct Debit|5525.17
1655|731|2026-09-25|Bank Transfer|20598.40
1656|859|2026-09-25|Bank Transfer|6886.39
1657|1680|2026-09-25|Bank Transfer|35180.65
1658|1780|2026-09-25|Bank Transfer|2271.71
1659|1929|2026-09-25|Direct Debit|21610.30
1660|8|2026-09-26|Bank Transfer|7195.71
1661|142|2026-09-26|Bank Transfer|4010.56
1662|150|2026-09-26|Credit Card|8734.59
1663|204|2026-09-26|Bank Transfer|4011.45
1664|322|2026-09-26|Bank Transfer|4087.03
1665|388|2026-09-26|Bank Transfer|10740.90
1666|711|2026-09-26|Direct Debit|1390.20
1667|758|2026-09-26|Bank Transfer|7158.78
1668|776|2026-09-26|Credit Card|7858.87
1669|831|2026-09-26|Bank Transfer|4391.84
1670|1549|2026-09-26|Direct Debit|7971.68
1671|229|2026-09-27|Bank Transfer|12926.37
1672|1103|2026-09-27|Bank Transfer|2391.80
1673|1455|2026-09-27|Direct Debit|4553.43
1674|1765|2026-09-27|Credit Card|8943.20
1675|1958|2026-09-27|Direct Debit|19302.91
1676|333|2026-09-28|Credit Card|25218.84
1677|1015|2026-09-28|Bank Transfer|16933.62
1678|1143|2026-09-28|Bank Transfer|17883.93
1679|1299|2026-09-28|Direct Debit|10820.47
1680|415|2026-09-29|Bank Transfer|19288.49
1681|424|2026-09-29|Credit Card|12251.26
1682|1064|2026-09-29|Bank Transfer|501.50
1683|1214|2026-09-29|Bank Transfer|774.45
1684|1536|2026-09-29|Bank Transfer|7050.35
1685|1658|2026-09-29|Credit Card|22207.67
1686|1932|2026-09-29|Bank Transfer|22891.06
1687|263|2026-09-30|Check|6868.16
1688|335|2026-09-30|Bank Transfer|2353.96
1689|439|2026-09-30|Bank Transfer|3988.25
1690|442|2026-09-30|Bank Transfer|499.11
1691|688|2026-09-30|Direct Debit|7525.88
1692|859|2026-09-30|Bank Transfer|6886.38
1693|900|2026-09-30|Bank Transfer|5675.75
1694|1022|2026-09-30|Bank Transfer|1363.52
1695|1061|2026-09-30|Direct Debit|13561.30
1696|1390|2026-09-30|Bank Transfer|12809.16
1697|1453|2026-09-30|Direct Debit|3656.99
1698|1653|2026-09-30|Bank Transfer|2285.16
1699|1780|2026-09-30|Bank Transfer|2271.71
1700|1824|2026-09-30|Bank Transfer|3158.23
