enrollment_id|student_id|course_id|term|score|attendance_pct
1297|201|18|2026 Spring|77.54|76.24
1298|49|4|2026 Spring|53.30|82.17
1299|271|4|2026 Spring|49.38|84.13
1300|148|16|2026 Spring|58.16|88.08
1301|33|23|2026 Spring|87.24|73.79
1302|223|17|2026 Spring|70.68|95.54
1303|241|10|2026 Spring|85.89|78.98
1304|251|24|2026 Spring|47.37|100.00
1305|63|13|2026 Spring|58.00|81.04
1306|273|8|2026 Spring|100.00|76.44
1307|256|3|2026 Spring|82.33|64.95
1308|188|16|2026 Spring|68.76|91.81
1309|63|3|2026 Spring|100.00|100.00
1310|267|5|2026 Spring|53.52|100.00
1311|48|21|2026 Spring|76.01|86.66
1312|233|17|2026 Spring|62.45|75.97
1313|122|2|2026 Spring|88.69|100.00
1314|151|16|2026 Spring|65.99|58.92
1315|267|6|2026 Spring|73.50|83.93
1316|81|24|2026 Spring|75.69|85.61
1317|280|12|2026 Spring|81.38|99.59
1318|273|19|2026 Spring|66.52|71.35
1319|282|13|2026 Spring|65.75|88.16
1320|125|13|2026 Spring|81.70|73.65
1321|28|20|2026 Spring|85.16|79.58
1322|233|22|2026 Spring|91.29|89.88
1323|297|2|2026 Spring|73.22|75.24
1324|266|11|2026 Spring|71.51|71.55
1325|239|23|2026 Spring|81.77|77.19
1326|282|12|2026 Spring|100.00|88.71
1327|181|19|2026 Spring|73.42|70.42
1328|279|11|2026 Spring|72.26|97.96
1329|269|1|2026 Spring|67.03|69.94
1330|101|2|2026 Spring|67.71|86.78
1331|146|18|2026 Spring|76.16|58.25
1332|53|19|2026 Spring|63.76|82.28
1333|58|12|2026 Spring|76.78|77.04
1334|133|7|2026 Spring|87.40|79.06
1335|11|14|2026 Spring|60.25|87.53
1336|188|2|2026 Spring|81.17|91.95
1337|267|15|2026 Spring|79.51|71.29
1338|218|24|2026 Spring|54.54|98.96
1339|196|5|2026 Spring|74.86|92.96
1340|69|14|2026 Spring|80.44|100.00
1341|290|19|2026 Spring|72.03|81.71
1342|243|23|2026 Spring|80.36|86.39
1343|126|20|2026 Spring|89.61|78.80
1344|64|21|2026 Spring|60.15|85.67
1345|264|12|2026 Spring|63.33|94.78
1346|290|8|2026 Spring|68.96|89.91
1347|297|9|2026 Spring|68.69|90.82
1348|292|11|2026 Spring|47.82|96.33
1349|22|14|2026 Spring|77.10|86.08
1350|262|24|2026 Spring|67.11|80.85
1351|224|16|2026 Spring|86.86|100.00
1352|45|3|2026 Spring|97.35|100.00
1353|136|8|2026 Spring|59.61|63.52
1354|255|8|2026 Spring|68.97|70.58
1355|225|15|2026 Spring|89.85|87.34
1356|209|1|2026 Spring|60.72|72.99
1357|20|6|2026 Spring|80.90|86.59
1358|43|19|2026 Spring|74.97|81.01
1359|67|19|2026 Spring|85.14|89.24
1360|191|19|2026 Spring|61.51|87.37
1361|153|19|2026 Spring|73.69|92.45
1362|68|19|2026 Spring|78.59|67.95
1363|178|1|2026 Spring|63.70|70.56
1364|91|3|2026 Spring|72.28|73.61
1365|134|8|2026 Spring|77.12|86.38
1366|207|16|2026 Spring|75.79|100.00
1367|188|8|2026 Spring|66.92|89.14
1368|204|21|2026 Spring|88.75|80.98
1369|33|9|2026 Spring|93.74|92.56
1370|39|22|2026 Spring|72.86|89.96
1371|191|24|2026 Spring|75.01|100.00
1372|118|8|2026 Spring|92.05|69.58
1373|162|22|2026 Spring|64.67|62.35
1374|171|5|2026 Spring|100.00|77.86
1375|233|20|2026 Spring|99.85|87.29
1376|152|10|2026 Spring|69.55|84.14
1377|262|15|2026 Spring|54.76|49.36
1378|181|4|2026 Spring|82.71|94.04
1379|163|2|2026 Spring|71.88|80.77
1380|32|4|2026 Spring|54.67|93.32
1381|153|22|2026 Spring|75.76|80.37
1382|5|23|2026 Spring|97.93|87.54
1383|214|15|2026 Spring|100.00|91.90
1384|156|15|2026 Spring|65.06|79.41
1385|116|2|2026 Spring|74.13|97.22
1386|141|11|2026 Spring|63.36|70.30
1387|27|8|2026 Spring|59.43|63.62
1388|94|23|2026 Spring|92.66|82.54
1389|252|4|2026 Spring|100.00|74.24
1390|144|6|2026 Spring|65.52|68.91
1391|177|8|2026 Spring|60.08|87.29
1392|74|1|2026 Spring|65.38|100.00
1393|228|21|2026 Spring|84.68|57.27
1394|118|21|2026 Spring|74.19|84.06
1395|69|19|2026 Spring|47.82|80.56
1396|186|1|2026 Spring|78.38|87.66
1397|185|11|2026 Spring|82.08|85.00
1398|278|7|2026 Spring|51.80|93.28
1399|215|4|2026 Spring|58.97|80.14
1400|70|19|2026 Spring|75.38|88.78
1401|23|23|2026 Spring|73.73|88.18
1402|298|9|2026 Spring|60.74|86.91
1403|72|16|2026 Spring|62.05|77.90
1404|102|17|2026 Spring|82.81|100.00
1405|192|9|2026 Spring|65.29|83.39
1406|97|8|2026 Spring|75.71|91.08
1407|91|24|2026 Spring|86.74|98.51
1408|194|12|2026 Spring|100.00|76.40
1409|75|10|2026 Spring|67.27|81.65
1410|266|24|2026 Spring|56.69|77.17
1411|136|1|2026 Spring|73.61|82.43
1412|197|20|2026 Spring|96.53|78.49
1413|154|4|2026 Spring|69.09|84.48
1414|174|19|2026 Spring|90.81|73.16
1415|217|3|2026 Spring|69.97|93.90
1416|291|14|2026 Spring|52.89|80.06
1417|277|19|2026 Spring|44.56|92.90
1418|171|17|2026 Spring|95.79|91.76
1419|51|23|2026 Spring|80.30|93.40
1420|169|23|2026 Spring|94.94|94.53
1421|85|17|2026 Spring|70.71|92.79
1422|95|7|2026 Spring|50.49|90.04
1423|255|15|2026 Spring|63.70|82.87
1424|205|23|2026 Spring|67.36|95.72
1425|66|10|2026 Spring|73.39|84.89
1426|124|22|2026 Spring|57.51|89.84
1427|285|9|2026 Spring|82.96|88.35
1428|99|11|2026 Spring|88.15|70.62
1429|118|6|2026 Spring|94.33|87.00
1430|93|10|2026 Spring|83.97|73.13
1431|218|8|2026 Spring|89.70|85.08
1432|170|19|2026 Spring|58.08|77.18
1433|290|7|2026 Spring|77.48|81.45
1434|26|18|2026 Spring|70.88|100.00
1435|131|16|2026 Spring|59.17|84.99
1436|78|24|2026 Spring|74.08|85.97
1437|175|1|2026 Spring|59.80|83.37
1438|113|24|2026 Spring|83.34|94.12
1439|223|4|2026 Spring|79.43|96.73
1440|163|11|2026 Spring|89.57|100.00
1441|28|16|2026 Spring|68.59|92.57
1442|234|15|2026 Spring|77.98|79.78
1443|169|12|2026 Spring|67.65|85.27
1444|128|18|2026 Spring|86.62|74.37
1445|118|18|2026 Spring|75.13|100.00
1446|110|14|2026 Spring|71.85|79.68
1447|259|14|2026 Spring|74.03|92.58
1448|197|11|2026 Spring|73.83|93.91
1449|241|12|2026 Spring|91.60|100.00
1450|165|23|2026 Spring|75.91|69.79
1451|180|18|2026 Spring|82.00|83.77
1452|98|15|2026 Spring|78.76|67.17
1453|107|9|2026 Spring|45.57|57.94
1454|5|22|2026 Spring|100.00|58.15
1455|25|18|2026 Spring|69.97|86.59
1456|248|17|2026 Spring|91.21|82.40
1457|134|5|2026 Spring|79.08|98.26
1458|158|4|2026 Spring|96.89|68.97
1459|165|20|2026 Spring|92.27|88.26
1460|28|15|2026 Spring|82.75|90.16
1461|139|13|2026 Spring|55.65|90.20
1462|266|9|2026 Spring|71.36|85.67
1463|45|4|2026 Spring|80.80|85.69
1464|143|23|2026 Spring|78.85|79.28
1465|73|5|2026 Spring|70.40|100.00
1466|203|24|2026 Spring|100.00|73.34
1467|201|19|2026 Spring|93.17|76.38
1468|6|9|2026 Spring|76.14|65.56
1469|239|24|2026 Spring|71.51|100.00
1470|12|7|2026 Spring|95.21|87.19
1471|51|3|2026 Spring|35.44|92.31
1472|142|5|2026 Spring|81.02|75.94
1473|140|16|2026 Spring|82.45|100.00
1474|236|21|2026 Spring|63.32|75.65
1475|256|7|2026 Spring|79.17|81.69
1476|44|22|2026 Spring|75.58|99.67
1477|42|15|2026 Spring|76.80|72.47
1478|115|20|2026 Spring|87.26|80.21
1479|125|16|2026 Spring|68.35|81.04
1480|220|8|2026 Spring|62.78|62.90
1481|149|21|2026 Spring|57.47|79.07
1482|206|1|2026 Spring|76.67|81.10
1483|125|1|2026 Spring|67.20|97.26
1484|45|10|2026 Spring|60.98|96.08
1485|278|7|2026 Spring|87.85|63.33
1486|49|23|2026 Spring|76.62|78.19
1487|45|19|2026 Spring|66.51|85.13
1488|20|13|2026 Spring|62.73|93.22
1489|196|7|2026 Spring|65.98|72.36
1490|166|4|2026 Spring|63.31|91.52
1491|191|10|2026 Spring|85.93|94.34
1492|185|22|2026 Spring|75.58|77.07
1493|159|1|2026 Spring|74.84|92.05
1494|66|13|2026 Spring|76.25|90.61
1495|232|5|2026 Spring|78.55|95.77
1496|296|16|2026 Spring|78.59|90.75
1497|204|14|2026 Spring|75.53|79.36
1498|282|4|2026 Spring|71.09|93.50
1499|32|16|2026 Spring|69.82|81.52
1500|27|22|2026 Spring|75.05|83.48
1501|48|8|2026 Spring|84.44|99.06
1502|206|8|2026 Spring|89.59|72.83
1503|202|3|2026 Spring|59.94|70.21
1504|156|5|2026 Spring|93.55|72.84
1505|29|10|2026 Spring|66.51|71.69
1506|189|13|2026 Spring|85.74|76.14
1507|39|2|2026 Spring|82.31|81.36
1508|252|21|2026 Spring|35.00|59.07
1509|205|10|2026 Spring|100.00|78.38
1510|224|3|2026 Spring|56.59|92.89
1511|296|7|2026 Spring|54.56|99.28
1512|88|22|2026 Spring|62.05|80.80
1513|174|2|2026 Spring|67.93|73.08
1514|273|1|2026 Spring|67.50|81.47
1515|50|7|2026 Spring|79.52|83.15
1516|43|2|2026 Spring|76.24|78.70
1517|232|9|2026 Spring|73.29|96.77
1518|77|6|2026 Spring|56.80|88.43
1519|10|5|2026 Spring|58.25|74.16
1520|190|15|2026 Spring|45.73|85.07
1521|217|7|2026 Spring|75.01|87.59
1522|80|4|2026 Spring|73.32|76.08
1523|72|10|2026 Spring|100.00|74.02
1524|43|11|2026 Spring|61.41|89.22
1525|41|2|2026 Spring|86.99|84.00
1526|259|13|2026 Spring|65.70|74.61
1527|196|11|2026 Spring|74.71|93.27
1528|193|13|2026 Spring|79.28|75.89
1529|146|9|2026 Spring|75.54|62.96
1530|97|12|2026 Spring|72.92|96.68
1531|248|2|2026 Spring|51.28|87.10
1532|153|3|2026 Spring|70.88|82.39
1533|65|15|2026 Spring|53.12|65.85
1534|158|7|2026 Spring|85.39|66.61
1535|174|3|2026 Spring|74.17|90.62
1536|210|22|2026 Spring|52.88|69.81
1537|140|7|2026 Spring|87.31|91.50
1538|198|24|2026 Spring|96.67|100.00
1539|268|24|2026 Spring|79.38|91.77
1540|202|17|2026 Spring|79.83|90.29
1541|68|6|2026 Summer|74.16|96.92
1542|94|14|2026 Summer|67.89|68.53
1543|85|3|2026 Summer|72.62|84.18
1544|62|14|2026 Summer|60.61|81.65
1545|264|21|2026 Summer|87.61|98.33
1546|31|22|2026 Summer|73.32|88.82
1547|233|24|2026 Summer|58.12|82.87
1548|102|1|2026 Summer|56.10|93.18
1549|293|3|2026 Summer|86.97|90.69
1550|60|15|2026 Summer|64.28|81.14
1551|45|11|2026 Summer|57.50|100.00
1552|94|12|2026 Summer|79.01|80.21
1553|300|12|2026 Summer|74.81|67.06
1554|184|23|2026 Summer|68.72|99.55
1555|81|13|2026 Summer|59.73|79.59
1556|169|9|2026 Summer|82.48|100.00
1557|277|1|2026 Summer|58.63|68.82
1558|284|23|2026 Summer|64.73|78.32
1559|218|17|2026 Summer|81.24|77.25
1560|207|13|2026 Summer|74.89|72.02
1561|27|21|2026 Summer|87.23|88.75
1562|209|20|2026 Summer|72.27|86.06
1563|231|5|2026 Summer|84.86|75.96
1564|111|10|2026 Summer|75.73|72.76
1565|102|22|2026 Summer|79.55|90.02
1566|184|3|2026 Summer|81.02|90.93
1567|32|17|2026 Summer|82.91|83.60
1568|271|9|2026 Summer|60.57|90.50
1569|300|5|2026 Summer|85.02|68.40
1570|80|14|2026 Summer|43.68|73.26
1571|175|20|2026 Summer|56.86|80.04
1572|245|19|2026 Summer|83.98|89.95
1573|213|10|2026 Summer|82.92|89.74
1574|26|15|2026 Summer|78.93|80.32
1575|222|14|2026 Summer|72.28|100.00
1576|168|14|2026 Summer|75.43|69.10
1577|260|6|2026 Summer|69.95|86.04
1578|115|20|2026 Summer|92.05|98.27
1579|2|16|2026 Summer|97.33|94.90
1580|108|6|2026 Summer|75.28|75.14
1581|193|14|2026 Summer|97.85|76.83
1582|295|8|2026 Summer|80.70|78.99
1583|221|19|2026 Summer|95.58|92.75
1584|274|14|2026 Summer|55.14|89.98
1585|178|5|2026 Summer|60.68|95.86
1586|95|23|2026 Summer|72.71|80.09
1587|174|22|2026 Summer|83.48|79.77
1588|144|20|2026 Summer|99.30|99.13
1589|168|10|2026 Summer|77.54|50.83
1590|116|14|2026 Summer|76.23|100.00
1591|122|18|2026 Summer|59.58|100.00
1592|237|18|2026 Summer|68.89|95.58
1593|87|15|2026 Summer|72.92|91.98
1594|129|20|2026 Summer|69.97|74.08
1595|198|24|2026 Summer|63.79|83.00
1596|46|16|2026 Summer|70.18|94.87
1597|44|3|2026 Summer|68.44|77.67
1598|50|5|2026 Summer|57.49|89.15
1599|181|10|2026 Summer|58.89|88.68
1600|192|5|2026 Summer|78.75|74.86
1601|158|17|2026 Summer|71.91|81.04
1602|12|10|2026 Summer|79.93|86.96
1603|129|22|2026 Summer|74.10|92.57
1604|85|14|2026 Summer|56.87|89.56
1605|273|24|2026 Summer|72.60|62.21
1606|66|24|2026 Summer|65.50|80.50
1607|140|2|2026 Summer|67.57|93.89
1608|47|18|2026 Summer|80.01|70.73
1609|5|13|2026 Summer|62.48|69.13
1610|290|2|2026 Summer|68.48|80.06
1611|217|15|2026 Summer|85.28|100.00
1612|214|12|2026 Summer|81.30|82.70
1613|4|9|2026 Summer|72.88|69.32
1614|251|21|2026 Summer|68.14|69.72
1615|265|22|2026 Summer|50.57|65.70
1616|189|24|2026 Summer|69.80|78.50
1617|65|16|2026 Summer|72.07|71.73
1618|295|20|2026 Summer|74.34|75.82
1619|136|7|2026 Summer|79.99|88.45
1620|255|12|2026 Summer|93.66|63.41
1621|45|2|2026 Summer|74.69|85.64
1622|1|5|2026 Summer|73.14|82.10
1623|275|21|2026 Summer|82.91|89.97
1624|69|14|2026 Summer|85.28|51.40
1625|126|10|2026 Summer|81.39|78.69
1626|29|6|2026 Summer|85.98|86.39
1627|241|22|2026 Summer|85.27|96.16
1628|149|18|2026 Summer|35.00|53.00
1629|262|4|2026 Summer|63.84|100.00
1630|35|23|2026 Summer|64.80|84.82
1631|285|12|2026 Summer|69.24|87.11
1632|228|22|2026 Summer|79.99|72.62
1633|235|19|2026 Summer|97.45|86.79
1634|93|23|2026 Summer|61.49|76.78
1635|236|8|2026 Summer|87.01|94.87
1636|109|24|2026 Summer|66.19|88.54
1637|82|14|2026 Summer|85.93|100.00
1638|251|13|2026 Summer|69.69|76.47
1639|125|7|2026 Summer|86.13|74.79
1640|106|19|2026 Summer|77.51|81.60
1641|58|1|2026 Summer|60.76|86.98
1642|166|17|2026 Summer|75.64|81.02
1643|288|15|2026 Summer|80.76|81.57
1644|224|22|2026 Summer|64.79|77.51
1645|250|12|2026 Summer|71.98|88.65
1646|219|24|2026 Summer|58.90|61.98
1647|243|6|2026 Summer|77.00|89.31
1648|261|19|2026 Summer|60.03|76.26
1649|134|3|2026 Summer|78.53|88.76
1650|2|21|2026 Summer|73.75|98.44
1651|53|12|2026 Summer|89.80|86.71
1652|253|21|2026 Summer|65.83|62.06
1653|7|21|2026 Summer|80.42|74.67
1654|45|20|2026 Summer|75.18|79.13
1655|279|20|2026 Summer|80.63|85.99
1656|200|3|2026 Summer|68.18|86.34
1657|210|2|2026 Summer|81.83|100.00
1658|173|7|2026 Summer|71.47|71.77
1659|6|6|2026 Summer|43.28|75.46
1660|48|16|2026 Summer|84.46|85.64
1661|56|10|2026 Summer|85.08|93.49
1662|66|8|2026 Summer|96.73|100.00
1663|279|1|2026 Summer|78.82|70.25
1664|76|23|2026 Summer|80.23|80.95
1665|199|8|2026 Summer|95.27|88.94
1666|99|22|2026 Summer|63.19|84.44
1667|132|13|2026 Summer|94.78|86.13
1668|84|23|2026 Summer|70.60|76.34
1669|286|13|2026 Summer|78.91|90.46
1670|36|6|2026 Summer|45.86|64.82
1671|7|23|2026 Summer|65.16|86.96
1672|202|12|2026 Summer|84.75|67.77
1673|155|19|2026 Summer|84.49|81.08
1674|200|15|2026 Summer|100.00|100.00
1675|261|16|2026 Summer|83.75|86.19
1676|296|16|2026 Summer|89.71|84.40
1677|25|4|2026 Summer|96.89|84.20
1678|41|24|2026 Summer|61.78|97.34
1679|7|10|2026 Summer|66.42|89.07
1680|7|13|2026 Summer|61.69|80.13
1681|213|15|2026 Summer|72.23|100.00
1682|110|11|2026 Summer|65.76|94.02
1683|86|11|2026 Summer|72.42|78.39
1684|188|4|2026 Summer|63.60|94.18
1685|262|10|2026 Summer|76.32|81.36
1686|224|12|2026 Summer|66.42|81.20
1687|29|16|2026 Summer|73.73|76.39
1688|199|18|2026 Summer|58.61|76.65
1689|280|11|2026 Summer|70.67|73.25
1690|89|17|2026 Summer|74.99|80.60
1691|111|16|2026 Summer|68.09|94.32
1692|126|12|2026 Summer|90.81|69.55
1693|77|17|2026 Summer|64.43|66.39
1694|268|5|2026 Summer|82.52|94.78
1695|212|15|2026 Summer|73.44|70.42
1696|85|8|2026 Summer|79.90|91.14
1697|47|18|2026 Summer|47.23|98.42
1698|287|9|2026 Summer|68.66|95.57
1699|283|21|2026 Summer|76.29|96.89
1700|147|5|2026 Summer|59.15|91.11
1701|207|8|2026 Summer|72.41|79.09
1702|280|15|2026 Summer|73.02|96.50
1703|85|9|2026 Summer|86.68|72.41
1704|255|5|2026 Summer|51.77|64.86
1705|82|19|2026 Summer|100.00|82.56
1706|31|22|2026 Summer|35.00|76.17
1707|277|24|2026 Summer|77.39|99.38
1708|289|3|2026 Summer|56.87|84.29
1709|171|12|2026 Summer|84.39|88.07
1710|231|13|2026 Summer|69.10|66.54
1711|109|22|2026 Summer|72.92|65.27
1712|49|1|2026 Summer|63.38|72.05
1713|12|15|2026 Summer|75.36|85.54
1714|106|8|2026 Summer|78.22|94.75
1715|88|13|2026 Summer|54.87|84.37
1716|32|6|2026 Summer|80.20|75.17
1717|274|15|2026 Summer|75.18|87.74
1718|123|17|2026 Summer|78.43|89.15
1719|241|5|2026 Summer|76.04|89.15
1720|110|10|2026 Summer|60.30|83.79
1721|253|20|2026 Summer|97.16|74.35
1722|291|16|2026 Summer|68.89|73.26
1723|143|8|2026 Summer|73.28|100.00
1724|151|21|2026 Summer|92.91|91.38
1725|127|14|2026 Summer|56.18|100.00
1726|254|24|2026 Summer|65.13|86.20
1727|141|15|2026 Summer|75.05|86.58
1728|129|1|2026 Summer|67.72|72.20
1729|92|22|2026 Summer|91.55|82.78
1730|22|13|2026 Summer|100.00|82.08
1731|3|11|2026 Summer|100.00|72.94
1732|71|7|2026 Summer|64.39|89.84
1733|211|3|2026 Summer|65.84|70.38
1734|115|17|2026 Summer|61.69|67.65
1735|165|20|2026 Summer|72.45|82.47
1736|248|23|2026 Summer|100.00|83.59
1737|214|2|2026 Summer|74.88|66.43
1738|202|6|2026 Summer|46.68|88.57
1739|112|8|2026 Summer|64.65|82.09
1740|140|4|2026 Summer|72.60|97.53
1741|97|24|2026 Summer|88.30|100.00
1742|137|8|2026 Summer|47.24|95.39
1743|289|16|2026 Summer|60.12|97.75
1744|171|24|2026 Summer|86.87|89.88
1745|203|11|2026 Summer|72.08|57.30
1746|32|5|2026 Summer|66.95|80.07
1747|67|16|2026 Summer|86.51|79.80
1748|245|19|2026 Summer|88.72|79.89
1749|34|7|2026 Summer|55.63|88.33
1750|75|15|2026 Summer|66.46|92.21
1751|50|15|2026 Summer|87.44|64.69
1752|292|8|2026 Summer|72.89|97.29
1753|89|20|2026 Summer|77.09|88.26
1754|66|9|2026 Summer|88.83|85.16
1755|73|16|2026 Summer|95.23|76.85
1756|47|4|2026 Summer|92.72|83.34
1757|126|16|2026 Summer|77.42|86.54
1758|6|9|2026 Summer|94.11|72.27
1759|244|17|2026 Summer|62.92|87.70
1760|150|5|2026 Summer|65.27|75.63
1761|64|22|2026 Summer|93.61|85.02
1762|253|18|2026 Summer|54.85|97.06
1763|16|3|2026 Summer|56.10|52.76
1764|278|8|2026 Summer|81.02|79.61
1765|146|11|2026 Summer|64.08|84.13
1766|95|2|2026 Summer|65.23|72.73
1767|274|8|2026 Summer|90.23|67.79
1768|96|11|2026 Summer|76.19|59.41
1769|154|16|2026 Summer|49.50|85.77
1770|199|4|2026 Summer|67.08|87.15
1771|43|2|2026 Summer|70.55|99.58
1772|38|17|2026 Summer|51.72|97.43
1773|273|10|2026 Summer|90.61|87.53
1774|208|7|2026 Summer|61.40|96.52
1775|210|5|2026 Summer|59.01|82.57
1776|151|20|2026 Summer|86.85|74.02
1777|167|17|2026 Summer|62.26|55.18
1778|158|23|2026 Summer|93.08|72.37
1779|258|3|2026 Summer|60.95|89.30
1780|278|12|2026 Summer|91.12|87.46
1781|81|6|2026 Summer|51.15|85.74
1782|100|18|2026 Summer|59.54|64.34
1783|174|1|2026 Summer|93.44|79.86
1784|58|17|2026 Summer|58.77|94.86
1785|273|10|2026 Summer|57.55|78.50
1786|90|20|2026 Summer|64.30|65.50
1787|49|20|2026 Summer|66.08|78.13
1788|239|20|2026 Summer|89.12|72.06
1789|238|3|2026 Summer|55.65|58.82
1790|156|6|2026 Summer|62.75|90.09
1791|161|8|2026 Summer|59.76|67.72
1792|41|5|2026 Summer|74.53|94.73
1793|131|19|2026 Summer|78.31|93.81
1794|210|14|2026 Summer|78.51|75.46
1795|238|1|2026 Summer|84.81|100.00
1796|203|14|2026 Summer|55.26|88.71
1797|161|9|2026 Summer|61.36|75.10
1798|207|8|2026 Summer|42.54|100.00
1799|17|9|2026 Summer|90.34|76.63
1800|25|13|2026 Summer|84.41|83.09
1801|70|20|2026 Summer|96.26|96.43
1802|55|1|2026 Summer|77.29|73.88
1803|86|1|2026 Summer|79.71|77.70
1804|285|14|2026 Summer|84.09|83.70
1805|128|18|2026 Summer|54.56|100.00
1806|64|18|2026 Summer|64.31|79.72
1807|107|13|2026 Summer|45.40|53.82
1808|26|6|2026 Summer|88.14|89.87
1809|110|6|2026 Summer|90.15|75.88
1810|269|8|2026 Summer|61.32|73.59
1811|34|13|2026 Summer|75.84|99.19
1812|69|16|2026 Summer|80.68|100.00
1813|71|20|2026 Summer|67.80|84.55
1814|92|5|2026 Summer|60.63|55.96
1815|81|16|2026 Summer|80.91|100.00
1816|182|10|2026 Summer|85.63|83.14
1817|208|23|2026 Summer|100.00|80.86
1818|206|24|2026 Summer|62.80|100.00
1819|299|22|2026 Summer|74.59|80.41
1820|125|20|2026 Summer|100.00|91.77
1821|9|10|2026 Summer|80.97|99.69
1822|5|7|2026 Summer|46.27|100.00
1823|77|2|2026 Summer|57.89|85.21
1824|116|13|2026 Summer|66.14|67.36
1825|173|2|2026 Summer|61.84|83.62
1826|255|6|2026 Summer|70.22|69.43
1827|204|23|2026 Summer|70.89|56.39
1828|98|19|2026 Summer|61.86|88.50
1829|196|5|2026 Summer|67.86|83.32
1830|149|17|2026 Summer|100.00|100.00
1831|248|8|2026 Summer|65.93|93.89
1832|270|12|2026 Summer|63.89|71.46
1833|269|15|2026 Summer|75.10|75.58
1834|203|15|2026 Summer|88.42|78.37
1835|186|11|2026 Summer|61.87|60.00
1836|261|2|2026 Summer|85.01|87.79
1837|82|10|2026 Summer|60.14|79.61
1838|22|10|2026 Summer|56.27|80.70
1839|117|8|2026 Summer|80.94|71.95
1840|261|9|2026 Summer|58.29|95.80
1841|32|23|2026 Summer|81.37|81.22
1842|50|3|2026 Summer|96.09|79.89
1843|142|16|2026 Summer|100.00|83.03
1844|95|20|2026 Summer|91.59|67.75
1845|193|13|2026 Summer|55.67|100.00
1846|92|22|2026 Summer|76.93|54.94
1847|16|14|2026 Summer|64.32|74.24
1848|280|18|2026 Summer|76.21|85.94
1849|136|24|2026 Summer|71.51|88.78
1850|214|15|2026 Summer|80.11|71.92
1851|2|5|2026 Summer|54.00|97.38
1852|218|5|2026 Summer|71.97|75.79
1853|197|6|2026 Summer|55.54|65.53
1854|6|17|2026 Summer|61.27|85.79
1855|194|4|2026 Summer|77.58|89.07
1856|258|10|2026 Summer|90.86|84.74
1857|147|2|2026 Summer|62.48|100.00
1858|292|22|2026 Summer|71.17|79.80
1859|86|11|2026 Summer|55.98|100.00
1860|213|3|2026 Summer|80.75|100.00
1861|50|6|2026 Summer|68.87|99.54
1862|268|8|2026 Summer|70.14|96.86
1863|58|9|2026 Summer|67.76|75.71
1864|183|7|2026 Summer|79.20|76.69
1865|34|15|2026 Summer|49.06|100.00
1866|268|7|2026 Summer|78.73|63.51
1867|163|15|2026 Summer|72.25|96.53
1868|209|17|2026 Summer|72.50|87.56
1869|69|3|2026 Summer|76.98|79.46
1870|62|22|2026 Summer|72.96|94.43
1871|189|7|2026 Summer|75.92|86.53
1872|87|10|2026 Summer|56.19|79.85
1873|193|20|2026 Summer|55.96|71.54
1874|68|15|2026 Summer|40.38|71.65
1875|294|3|2026 Summer|90.62|100.00
1876|289|3|2026 Summer|70.27|65.99
1877|118|8|2026 Summer|100.00|94.90
1878|87|18|2026 Summer|88.12|97.58
1879|243|12|2026 Summer|56.38|97.94
1880|124|23|2026 Summer|83.42|72.36
1881|269|20|2026 Summer|69.78|76.78
1882|261|7|2026 Summer|79.54|74.37
1883|276|8|2026 Summer|78.64|81.04
1884|190|20|2026 Summer|77.54|85.13
1885|151|12|2026 Summer|74.28|89.26
1886|40|9|2026 Summer|63.09|95.19
1887|30|20|2026 Summer|68.27|100.00
1888|174|21|2026 Summer|67.01|86.21
1889|115|4|2026 Summer|100.00|85.74
1890|65|13|2026 Summer|89.79|93.03
1891|247|22|2026 Summer|76.09|92.49
1892|65|18|2026 Summer|58.12|93.72
1893|239|10|2026 Summer|78.79|65.57
1894|249|17|2026 Summer|51.36|96.00
1895|171|5|2026 Summer|93.48|93.64
1896|294|21|2026 Summer|91.23|100.00
1897|80|21|2026 Summer|77.87|90.96
1898|186|20|2026 Summer|71.01|71.94
1899|116|23|2026 Summer|80.16|87.91
1900|55|16|2026 Summer|69.23|74.52
1901|215|20|2026 Summer|64.41|85.49
1902|91|2|2026 Summer|51.55|72.78
1903|69|14|2026 Summer|88.81|100.00
1904|183|21|2026 Summer|92.77|94.08
1905|30|21|2026 Summer|65.44|85.59
1906|192|18|2026 Summer|76.07|76.23
1907|251|17|2026 Summer|66.01|88.31
1908|192|24|2026 Summer|70.16|93.32
1909|159|11|2026 Summer|96.88|74.10
1910|252|13|2026 Summer|88.93|81.23
1911|146|19|2026 Summer|68.73|72.59
1912|224|13|2026 Summer|54.53|98.42
1913|242|1|2026 Summer|74.08|100.00
1914|282|23|2026 Summer|60.79|99.87
1915|129|7|2026 Summer|93.52|80.67
1916|269|8|2026 Summer|61.94|83.86
1917|84|20|2026 Summer|79.64|74.67
1918|250|20|2026 Summer|86.17|69.29
1919|225|8|2026 Summer|74.97|100.00
1920|274|4|2026 Summer|68.15|74.92
1921|289|12|2026 Autumn||85.18
1922|158|7|2026 Autumn||100.00
1923|13|19|2026 Autumn||89.15
1924|117|14|2026 Autumn||74.35
1925|101|18|2026 Autumn||92.14
1926|143|1|2026 Autumn||62.31
1927|95|23|2026 Autumn||92.78
1928|48|13|2026 Autumn||86.85
1929|196|8|2026 Autumn||86.33
1930|130|18|2026 Autumn||89.12
1931|166|2|2026 Autumn||82.43
1932|98|7|2026 Autumn||73.31
