shipment_id|tracking_no|carrier_id|origin_depot_id|booked_date|delivered_date|status|dest_country|dest_city|weight_kg|shipping_cost|service_level|pallets|transit_days
1916|TRK-2025-001916|1|29|2025-04-17|2025-04-19|Delivered|Germany|Cologne|788.47|69.33|Express|4|2
1917|TRK-2025-001917|3|6|2025-01-26|2025-01-29|Returned|Germany|Berlin|499.11|38.96|Standard|2|3
1918|TRK-2026-001918|10|29|2026-09-15|2026-09-26|Delivered|Austria|Vienna|529.65|29.57|Economy|2|11
1919|TRK-2026-001919|10|25|2026-08-01|2026-08-04|Delivered|Germany|Cologne|3035.99|149.76|Express|8|3
1920|TRK-2025-001920|6|25|2025-02-24|2025-03-08|Returned|Netherlands|Amsterdam|1462.36|41.40|Standard|4|12
1921|TRK-2025-001921|8|28|2025-01-30|2025-02-05|Delivered|Germany|Cologne|568.77|33.93|Standard|3|6
1922|TRK-2025-001922|4|13|2025-12-06|2025-12-10|Delivered|Belgium|Antwerp|688.19|46.90|Standard|2|4
1923|TRK-2026-001923|1|10|2026-08-25|2026-08-27|Delivered|Netherlands|Amsterdam|1428.38|110.99|Express|6|2
1924|TRK-2025-001924|8|3|2025-04-16|2025-04-20|Delivered|Netherlands|Eindhoven|2574.62|129.74|Express|8|4
1925|TRK-2025-001925|8|4|2025-08-27|2025-09-03|Delivered|Netherlands|Amsterdam|365.22|28.23|Standard|1|7
1926|TRK-2026-001926|8|14|2026-09-23||Awaiting Pickup|Poland|Warsaw|1874.69|58.94|Economy|6|
1927|TRK-2026-001927|1|29|2026-05-09|2026-05-11|Returned|Poland|Warsaw|2157.74|158.47|Express|6|2
1928|TRK-2026-001928|8|12|2026-04-14|2026-04-23|Delivered|Germany|Berlin|866.21|36.92|Economy|3|9
1929|TRK-2025-001929|5|5|2025-07-26|2025-08-16|Delivered|Austria|Vienna|412.96|24.61|Standard|2|21
1930|TRK-2026-001930|3|27|2026-07-01|2026-07-08|Delivered|Sweden|Malmo|252.48|28.60|Standard|1|7
1931|TRK-2025-001931|3|2|2025-10-21|2025-10-24|Delivered|Portugal|Lisbon|412.10|35.31|Standard|2|3
1932|TRK-2025-001932|9|29|2025-01-26|2025-02-04|Delivered|Italy|Rome|2293.34|68.09|Economy|8|9
1933|TRK-2025-001933|5|4|2025-02-10|2025-03-12|Delivered|Belgium|Brussels|7643.48|140.30|Standard|26|30
1934|TRK-2026-001934|4|23|2026-07-31|2026-08-09|Delivered|Germany|Cologne|279.54|27.16|Economy|1|9
1935|TRK-2026-001935|6|28|2026-06-07|2026-06-26|Delivered|France|Toulouse|675.34|28.81|Standard|3|19
1936|TRK-2025-001936|10|13|2025-04-10|2025-04-13|Delivered|France|Toulouse|1145.40|67.71|Express|3|3
1937|TRK-2025-001937|4|6|2025-08-07|2025-08-09|Delivered|Germany|Munich|282.17|29.85|Standard|1|2
1938|TRK-2025-001938|8|29|2025-10-21|2025-10-28|Delivered|Germany|Munich|938.16|44.27|Standard|3|7
1939|TRK-2025-001939|10|29|2025-08-15|2025-08-22|Delivered|France|Lyon|590.22|30.89|Economy|2|7
1940|TRK-2025-001940|9|5|2025-07-10|2025-07-15|Delivered|Germany|Munich|615.19|35.23|Standard|3|5
1941|TRK-2025-001941|10|8|2025-01-20|2025-01-24|Returned|Italy|Turin|748.70|50.49|Express|2|4
1942|TRK-2025-001942|1|22|2025-03-06|2025-03-16|Delivered|Germany|Berlin|398.38|31.05|Economy|2|10
1943|TRK-2026-001943|10|11|2026-09-07|2026-09-20|Delivered|Spain|Barcelona|779.61|35.03|Economy|3|13
1944|TRK-2025-001944|1|17|2025-12-25|2025-12-28|Delivered|Poland|Gdansk|282.71|29.87|Standard|1|3
1945|TRK-2026-001945|8|3|2026-08-16|2026-08-19|Returned|Switzerland|Basel|746.81|50.41|Express|3|3
1946|TRK-2025-001946|3|14|2025-10-21|2025-10-25|Delivered|Germany|Cologne|470.76|37.77|Standard|2|4
1947|TRK-2026-001947|7|17|2026-08-19|2026-09-07|Delivered|Austria|Graz|557.13|24.95|Economy|2|19
1948|TRK-2025-001948|1|1|2025-04-26|2025-05-02|Delivered|Czechia|Brno|4707.82|215.73|Standard|12|6
1949|TRK-2026-001949|6|24|2026-06-04|2026-06-27|Delivered|Germany|Cologne|874.35|31.99|Standard|4|23
1950|TRK-2026-001950|1|22|2026-03-13|2026-03-16|Delivered|Netherlands|Amsterdam|2804.56|135.79|Standard|8|3
1951|TRK-2026-001951|2|10|2026-01-15|2026-01-18|Delivered|Netherlands|Rotterdam|272.00|29.42|Standard|1|3
1952|TRK-2026-001952|5|27|2026-05-31|2026-06-19|Delivered|Italy|Turin|1114.01|35.82|Standard|4|19
1953|TRK-2026-001953|1|25|2026-07-02|2026-07-09|Delivered|Germany|Frankfurt|397.77|31.03|Economy|2|7
1954|TRK-2026-001954|3|6|2026-06-08|2026-06-13|Delivered|Denmark|Aarhus|2444.75|120.68|Standard|6|5
1955|TRK-2025-001955|1|2|2025-06-18|2025-06-22|Delivered|Czechia|Prague|599.89|43.20|Standard|3|4
1956|TRK-2025-001956|3|28|2025-10-24|2025-10-28|Delivered|France|Marseille|7219.97|321.24|Standard|18|4
1957|TRK-2025-001957|1|25|2025-12-15|2025-12-20|Delivered|France|Toulouse|1613.44|85.76|Standard|8|5
1958|TRK-2026-001958|2|29|2026-01-09|2026-01-19|Returned|Netherlands|Amsterdam|553.44|36.13|Economy|2|10
1959|TRK-2025-001959|7|18|2025-07-19|2025-08-12|Delivered|Belgium|Brussels|972.84|33.57|Standard|3|24
1960|TRK-2026-001960|3|21|2026-02-22|2026-02-25|Delivered|Netherlands|Amsterdam|3224.72|227.93|Express|8|3
1961|TRK-2025-001961|9|13|2025-03-28|2025-03-31|Delivered|Germany|Hamburg|732.54|49.79|Express|2|3
1962|TRK-2026-001962|6|7|2026-09-01|2026-09-14|Returned|France|Marseille|5798.16|110.77|Standard|18|13
1963|TRK-2025-001963|1|22|2025-03-04|2025-03-15|Delivered|Spain|Barcelona|782.45|43.63|Economy|3|11
1964|TRK-2026-001964|2|23|2026-04-09|2026-04-12|Delivered|Italy|Rome|208.80|31.59|Express|1|3
1965|TRK-2025-001965|2|24|2025-07-21|2025-07-25|Delivered|Spain|Seville|5688.86|256.93|Standard|18|4
1966|TRK-2025-001966|8|27|2025-11-20|2025-11-27|Delivered|Germany|Berlin|835.14|41.38|Standard|3|7
1967|TRK-2026-001967|9|23|2026-07-03|2026-07-11|Delivered|United Kingdom|London|242.66|23.30|Economy|1|8
1968|TRK-2026-001968|2|27|2026-04-19|2026-04-22|Delivered|Netherlands|Amsterdam|1032.64|85.22|Express|4|3
1969|TRK-2025-001969|10|8|2025-04-23|2025-04-27|Delivered|Spain|Valencia|208.62|27.05|Express|1|4
1970|TRK-2025-001970|6|22|2025-06-27|2025-07-25|Delivered|Germany|Munich|413.46|23.16|Economy|1|28
1971|TRK-2025-001971|2|1|2025-04-10|2025-04-22|Delivered|France|Paris|2990.64|115.97|Economy|12|12
1972|TRK-2026-001972|2|19|2026-03-24|2026-03-28|Delivered|Netherlands|Amsterdam|1720.70|90.27|Standard|8|4
1973|TRK-2025-001973|4|6|2025-04-28|2025-05-09|Delivered|Switzerland|Zurich|1516.11|67.67|Economy|4|11
1974|TRK-2025-001974|2|16|2025-08-31|2025-09-03|Delivered|Switzerland|Basel|829.62|52.84|Standard|3|3
1975|TRK-2026-001975|1|27|2026-04-29|2026-05-10|Delivered|Netherlands|Amsterdam|2499.08|99.87|Economy|8|11
1976|TRK-2026-001976|3|11|2026-01-19|2026-01-27|Delivered|Germany|Hamburg|4116.55|152.86|Economy|12|8
1977|TRK-2026-001977|7|23|2026-05-08|2026-06-09|Delivered|Sweden|Malmo|1941.87|42.23|Economy|6|32
1978|TRK-2025-001978|4|1|2025-02-07|2025-02-09|Delivered|France|Paris|305.04|37.86|Express|1|2
1979|TRK-2026-001979|9|4|2026-08-20|2026-08-27|Delivered|United Kingdom|London|1351.95|55.85|Standard|6|7
1980|TRK-2025-001980|9|17|2025-07-02|2025-07-06|Delivered|Italy|Milan|223.64|27.71|Express|1|4
1981|TRK-2026-001981|9|9|2026-08-04|2026-08-10|Returned|France|Marseille|624.77|35.49|Standard|3|6
1982|TRK-2025-001982|7|10|2025-08-17|2025-09-03|Delivered|United Kingdom|Manchester|804.20|30.87|Standard|2|17
1983|TRK-2025-001983|6|21|2025-08-20|2025-09-09|Delivered|Belgium|Ghent|1555.10|42.88|Standard|4|20
1984|TRK-2026-001984|6|5|2026-02-17|2026-03-10|Delivered|Spain|Valencia|231.11|20.88|Economy|1|21
1985|TRK-2026-001985|8|23|2026-06-19|2026-06-28|Delivered|Netherlands|Eindhoven|697.69|37.54|Standard|3|9
1986|TRK-2025-001986|4|13|2025-03-10|2025-03-13|Delivered|Poland|Warsaw|2042.29|150.95|Express|8|3
1987|TRK-2026-001987|6|5|2026-07-23|2026-08-24|Delivered|Spain|Madrid|371.80|22.64|Economy|1|32
1988|TRK-2026-001988|1|2|2026-03-10|2026-03-12|Delivered|Poland|Gdansk|4043.43|281.23|Express|12|2
1989|TRK-2025-001989|1|15|2025-11-24|2025-12-01|Returned|Poland|Warsaw|1964.80|100.52|Standard|8|7
1990|TRK-2025-001990|4|15|2025-01-17|2025-01-22|Delivered|United Kingdom|Birmingham|1312.18|73.11|Standard|4|5
1991|TRK-2025-001991|3|24|2025-05-08|2025-05-15|Delivered|Spain|Valencia|328.28|31.79|Standard|1|7
1992|TRK-2025-001992|2|16|2025-05-19|2025-05-24|Delivered|Germany|Frankfurt|1674.58|88.33|Standard|4|5
1993|TRK-2025-001993|1|13|2025-04-04|2025-04-15|Delivered|Italy|Turin|711.34|41.30|Economy|2|11
1994|TRK-2025-001994|9|4|2025-11-06|2025-11-19|Delivered|Germany|Cologne|533.43|29.65|Economy|2|13
1995|TRK-2026-001995|3|29|2026-05-19|2026-05-22|Delivered|Germany|Hamburg|3353.83|236.33|Express|8|3
1996|TRK-2025-001996|4|27|2025-10-25|2025-10-31|Delivered|Spain|Madrid|1112.74|64.74|Standard|3|6
1997|TRK-2025-001997|4|27|2025-11-08|2025-11-12|Returned|Germany|Munich|2378.95|117.92|Standard|6|4
1998|TRK-2025-001998|8|4|2025-09-28|2025-10-07|Delivered|Spain|Barcelona|3886.31|126.82|Standard|18|9
1999|TRK-2025-001999|9|4|2025-11-01|2025-11-04|Delivered|Czechia|Prague|1864.00|98.90|Express|8|3
2000|TRK-2025-002000|99|17|2025-04-09|2025-04-12|Delivered|Poland|Gdansk|2742.60|196.54|Express|12|3
2001|TRK-2025-002001|9|4|2025-01-08|2025-01-16|Delivered|Czechia|Brno|335.21|27.39|Standard|1|8
2002|TRK-2026-002002|3|17|2026-03-30|2026-04-06|Delivered|France|Toulouse|589.87|42.77|Standard|3|7
2003|TRK-2026-002003|1|5|2026-03-31|2026-04-03|Delivered|Poland|Gdansk|2498.85|122.95|Standard|8|3
2004|TRK-2025-002004|10|15|2025-10-24|2025-11-02|Delivered|Spain|Barcelona|1743.03|66.80|Standard|8|9
2005|TRK-2026-002005|10|8|2026-07-29|2026-08-05|Delivered|Germany|Munich|319.26|24.97|Economy|1|7
2006|TRK-2026-002006|10|25|2026-01-13|2026-01-16|Delivered|France|Paris|4056.47|194.05|Express|12|3
2007|TRK-2025-002007|1|17|2025-09-01|2025-09-05|Delivered|United Kingdom|Manchester|286.86|30.05|Standard|1|4
2008|TRK-2025-002008|5|12|2025-01-14|2025-01-27|Delivered|Belgium|Ghent|1127.00|36.03|Standard|3|13
2009|TRK-2026-002009|8|29|2026-09-29||Delayed|Poland|Warsaw|182.97|22.00|Economy|1|
2010|TRK-2025-002010|9|23|2025-07-20|2025-07-24|Delivered|Belgium|Brussels|249.81|24.99|Standard|1|4
2011|TRK-2026-002011|8|17|2026-06-30|2026-07-04|Returned|France|Toulouse|786.91|40.03|Standard|2|4
2012|TRK-2025-002012|1|10|2025-01-21|2025-01-26|Delivered|Czechia|Brno|331.69|31.93|Standard|1|5
2013|TRK-2025-002013|3|18|2025-02-21|2025-02-24|Delivered|Netherlands|Rotterdam|1489.42|114.96|Express|6|3
2014|TRK-2026-002014|7|28|2026-08-19|2026-08-29|Delivered|Austria|Vienna|430.03|28.66|Express|2|10
2015|TRK-2025-002015|4|1|2025-06-18|2025-06-21|Delivered|Italy|Milan|210.46|26.84|Standard|1|3
2016|TRK-2026-002016|4|29|2026-08-09|2026-08-11|Delivered|Germany|Munich|567.00|41.81|Standard|2|2
2017|TRK-2025-002017|3|27|2025-09-12|2025-09-14|Delivered|Germany|Munich|414.16|35.39|Standard|1|2
2018|TRK-2026-002018|9|6|2026-05-06|2026-05-11|Delivered|Spain|Seville|1910.19|71.49|Standard|8|5
2019|TRK-2025-002019|3|4|2025-05-23|2025-05-26|Delivered|France|Lyon|709.42|64.18|Express|3|3
2020|TRK-2025-002020|8|24|2025-12-26|2025-12-31|Delivered|Spain|Valencia|869.91|42.36|Standard|4|5
2021|TRK-2025-002021|7|7|2025-07-25|2025-08-08|Delivered|Italy|Rome|925.40|32.81|Standard|4|14
2022|TRK-2026-002022|2|17|2026-04-20|2026-04-25|Delivered|France|Paris|364.96|29.96|Economy|1|5
2023|TRK-2025-002023|1|14|2025-03-26|2025-04-07|Delivered|Italy|Turin|756.51|42.78|Economy|2|12
2024|TRK-2025-002024|10|28|2025-01-22|2025-01-28|Delivered|France|Toulouse|4732.36|150.51|Standard|12|6
2025|TRK-2026-002025|10|7|2026-08-13|2026-08-21|Delivered|Germany|Frankfurt|337.75|27.46|Standard|1|8
2026|TRK-2025-002026|2|7|2025-12-29|2026-01-04|Returned|Netherlands|Eindhoven|415.43|35.45|Standard|1|6
2027|TRK-2026-002027|10|14|2026-02-09|2026-02-13|Delivered|Germany|Hamburg|1884.81|99.80|Express|6|4
2028|TRK-2025-002028|3|10|2025-10-18|2025-10-21|Delivered|Netherlands|Amsterdam|799.18|51.57|Standard|2|3
2029|TRK-2026-002029|4|8|2026-09-10||In Transit|Czechia|Prague|322.32|31.54|Standard|1|
2030|TRK-2026-002030|9|11|2026-05-23|2026-05-29|Delivered|Switzerland|Basel|328.45|27.20|Standard|1|6
2031|TRK-2026-002031|2|23|2026-05-31|2026-06-03|Delivered|Germany|Cologne|203.08|31.22|Express|1|3
2032|TRK-2025-002032|3|6|2025-11-29|2025-12-01|Delivered|Austria|Linz|419.87|45.33|Express|1|2
2033|TRK-2026-002033|3|12|2026-05-25|2026-05-29|Delivered|Spain|Madrid|193.76|26.14|Standard|1|4
2034|TRK-2025-002034|7|28|2025-03-22|2025-04-21|Delivered|Italy|Naples|810.63|30.97|Standard|2|30
2035|TRK-2026-002035|8|16|2026-08-22|2026-08-27|Delivered|Sweden|Malmo|873.44|42.46|Standard|3|5
2036|TRK-2025-002036|2|23|2025-05-23|2025-05-29|Delivered|Germany|Cologne|530.26|40.27|Standard|2|6
2037|TRK-2026-002037|2|9|2026-08-26|2026-08-30|Delivered|Spain|Madrid|381.58|34.03|Standard|2|4
2038|TRK-2025-002038|3|25|2025-12-05|2025-12-10|Delivered|Poland|Krakow|705.44|47.63|Standard|2|5
2039|TRK-2025-002039|1|16|2025-01-30|2025-02-01|Delivered|Portugal|Porto|1025.26|84.74|Express|3|2
2040|TRK-2025-002040|10|18|2025-06-24|2025-07-06|Delivered|Belgium|Ghent|546.84|29.94|Economy|3|12
2041|TRK-2026-002041|10|6|2026-06-20|2026-06-23|Delivered|Austria|Graz|379.35|28.62|Standard|1|3
2042|TRK-2025-002042|3|15|2025-11-04|2025-11-10|Delivered|France|Lyon|3267.41|155.23|Standard|8|6
2043|TRK-2026-002043|1|11|2026-09-09||Delayed|Denmark|Copenhagen|10074.93|441.15|Standard|26|
2044|TRK-2026-002044|7|17|2026-06-26|2026-07-08|Delivered|Spain|Valencia|244.04|24.05|Express|1|12
2045|TRK-2026-002045|8|19|2026-04-18|2026-04-22|Delivered|Netherlands|Rotterdam|329.85|32.32|Express|1|4
2046|TRK-2026-002046|4|2|2026-05-19|2026-05-24|Delivered|Austria|Graz|825.92|52.69|Standard|2|5
2047|TRK-2026-002047|4|22|2026-02-02|2026-02-08|Delivered|Portugal|Porto|455.85|37.15|Standard|2|6
2048|TRK-2026-002048|1|25|2026-03-16|2026-03-23|Delivered|Spain|Barcelona|1098.80|64.15|Standard|4|7
2049|TRK-2025-002049|4|15|2025-05-03|2025-05-05|Delivered|Germany|Hamburg|1764.68|132.88|Express|6|2
2050|TRK-2025-002050|9|21|2025-01-26|2025-02-06|Delivered|Italy|Turin|577.74|30.62|Economy|2|11
2051|TRK-2026-002051|2|8|2026-07-15|2026-07-18|Delivered|United Kingdom|Manchester|1327.83|73.77|Standard|4|3
2052|TRK-2025-002052|6|15|2025-09-13|2025-09-24|Delivered|Italy|Milan|3047.10|66.75|Standard|8|11
2053|TRK-2026-002053|6|19|2026-04-24|2026-05-22|Delivered|France|Lyon|1121.14|31.99|Economy|3|28
2054|TRK-2025-002054|6|28|2025-06-10|2025-06-30|Delivered|Switzerland|Geneva|1797.94|46.77|Standard|6|20
2055|TRK-2025-002055|9|7|2025-01-30|2025-02-02|Delivered|Italy|Milan|274.51|25.69|Standard|1|3
2056|TRK-2025-002056|8|14|2025-06-28|2025-07-05|Delivered|Germany|Berlin|630.76|31.78|Economy|3|7
2057|TRK-2025-002057|10|18|2025-12-02|2025-12-05|Delivered|United Kingdom|London|910.08|57.50|Express|4|3
2058|TRK-2026-002058|10|1|2026-07-31|2026-08-04|Delivered|Germany|Munich|6480.96|299.27|Express|18|4
2059|TRK-2025-002059|2|27|2025-10-28|2025-11-03|Delivered|Germany|Hamburg|1292.72|72.29|Standard|4|6
2060|TRK-2026-002060|5|22|2026-01-11|2026-01-29|Delivered|Denmark|Aarhus|595.94|27.54|Standard|3|18
2061|TRK-2025-002061|4|25|2025-08-29|2025-09-01|Delivered|Czechia|Prague|1551.67|119.01|Express|6|3
2062|TRK-2025-002062|5|4|2025-10-10|2025-10-31|Delivered|Germany|Hamburg|10422.98|148.08|Economy|26|21
2063|TRK-2026-002063|9|10|2026-03-16|2026-03-25|Delivered|Sweden|Gothenburg|1553.76|51.93|Economy|4|9
2064|TRK-2026-002064|1|3|2026-07-08|2026-07-10|Delivered|France|Lyon|1070.07|87.66|Express|3|2
2065|TRK-2026-002065|5|22|2026-09-05|2026-09-29|Delivered|Poland|Gdansk|1840.58|47.45|Standard|8|24
2066|TRK-2026-002066|3|15|2026-06-22|2026-06-26|Delivered|Italy|Rome|1191.73|57.04|Economy|4|4
2067|TRK-2026-002067|7|15|2026-09-07||In Transit|Portugal|Porto|398.06|24.37|Standard|1|
2068|TRK-2025-002068|3|22|2025-12-11|2025-12-14|Delivered|United Kingdom|London|1132.15|65.55|Standard|4|3
2069|TRK-2025-002069|10|5|2025-07-19|2025-07-23|Delivered|France|Paris|272.15|29.81|Express|1|4
2070|TRK-2025-002070|8|3|2025-12-07|2025-12-16|Delivered|Germany|Hamburg|755.81|39.16|Standard|3|9
2071|TRK-2026-002071|9|15|2026-06-03|2026-06-11|Delivered|Germany|Munich|488.66|31.68|Standard|2|8
2072|TRK-2025-002072|9|15|2025-05-17|2025-05-20|Delivered|United Kingdom|Manchester|228.68|27.92|Express|1|3
2073|TRK-2026-002073|6|8|2026-08-14|2026-09-05|Delivered|Denmark|Copenhagen|1578.20|43.25|Standard|4|22
2074|TRK-2025-002074|7|10|2025-11-06|2025-12-03|Delivered|France|Paris|3926.90|80.83|Standard|12|27
2075|TRK-2025-002075|9|25|2025-04-22|2025-04-26|Delivered|Austria|Graz|1171.34|68.84|Express|4|4
2076|TRK-2025-002076|1|14|2025-11-06|2025-11-12|Delivered|France|Paris|3319.88|157.43|Standard|12|6
2077|TRK-2026-002077|4|27|2026-01-20|2026-01-24|Delivered|Germany|Cologne|2255.40|91.89|Economy|12|4
2078|TRK-2026-002078|9|6|2026-07-13|2026-07-19|Delivered|United Kingdom|Birmingham|413.04|27.02|Economy|1|6
2079|TRK-2026-002079|8|17|2026-03-13|2026-03-21|Delivered|Poland|Krakow|446.93|30.51|Standard|2|8
2080|TRK-2025-002080|4|19|2025-08-18|2025-08-24|Delivered|Switzerland|Basel|643.17|45.01|Standard|3|6
2081|TRK-2025-002081|2|23|2025-09-13|2025-09-19|Delivered|Denmark|Copenhagen|3338.69|158.22|Standard|18|6
2082|TRK-2026-002082|10|13|2026-06-23|2026-06-30|Delivered|Germany|Hamburg|1201.52|44.24|Economy|4|7
2083|TRK-2026-002083|2|19|2026-08-11|2026-08-13|Delivered|France|Toulouse|1769.49|92.32|Standard|6|2
2084|TRK-2026-002084|1|13|2026-03-27|2026-03-30|Delivered|Netherlands|Rotterdam|542.05|53.29|Express|2|3
2085|TRK-2026-002085|10|6|2026-06-22|2026-06-26|Delivered|France|Paris|355.82|33.44|Express|1|4
2086|TRK-2025-002086|99|4|2025-04-14|2025-04-19|Delivered|Italy|Turin|699.43|40.91|Economy|3|5
2087|TRK-2025-002087|1|22|2025-01-22|2025-01-29|Delivered|Czechia|Prague|1019.39|60.81|Standard|3|7
2088|TRK-2025-002088|2|3|2025-06-23|2025-06-28|Delivered|France|Marseille|868.16|54.46|Standard|3|5
2089|TRK-2025-002089|6|11|2025-09-19|2025-10-07|Delivered|Sweden|Gothenburg|4846.46|95.54|Standard|12|18
2090|TRK-2025-002090|4|2|2025-07-20|2025-07-25|Delivered|Netherlands|Amsterdam|293.17|30.31|Standard|1|5
2091|TRK-2025-002091|8|23|2025-06-01|2025-06-05|Delivered|Netherlands|Rotterdam|850.23|54.90|Express|3|4
2092|TRK-2025-002092|5|10|2025-09-02|2025-10-07|Delivered|Portugal|Porto|1168.02|32.58|Economy|4|35
2093|TRK-2026-002093|1|29|2026-02-14|2026-02-18|Delivered|France|Paris|416.07|35.47|Standard|2|4
2094|TRK-2025-002094|2|25|2025-05-19|2025-05-24|Delivered|Germany|Frankfurt|684.94|46.77|Standard|2|5
2095|TRK-2025-002095|4|22|2025-10-31|2025-11-03|Delivered|Netherlands|Rotterdam|546.41|40.95|Standard|3|3
2096|TRK-2026-002096|2|5|2026-01-02|2026-01-05|Delivered|Germany|Cologne|914.29|77.52|Express|4|3
2097|TRK-2026-002097|10|8|2026-02-16|2026-02-19|Delivered|Poland|Warsaw|1091.60|65.38|Express|6|3
2098|TRK-2026-002098|10|25|2026-03-10|2026-03-17|Delivered|Poland|Gdansk|400.90|29.23|Standard|2|7
2099|TRK-2026-002099|3|19|2026-02-02|2026-02-04|Delivered|Austria|Linz|313.86|38.43|Express|1|2
2100|TRK-2026-002100||29|2026-09-08||Awaiting Pickup|Germany|Cologne|1032.83|61.38|Standard|3|
2101|TRK-2025-002101|3|14|2025-11-27|2025-12-02|Delivered|Netherlands|Rotterdam|3053.41|118.03|Economy|12|5
2102|TRK-2026-002102|2|24|2026-07-05|2026-07-09|Delivered|France|Marseille|3576.69|168.22|Standard|12|4
2103|TRK-2025-002103|8|23|2025-02-01|2025-02-05|Returned|Netherlands|Amsterdam|189.57|26.23|Express|1|4
2104|TRK-2026-002104|3|29|2026-04-17|2026-04-24|Delivered|Spain|Madrid|460.50|37.34|Standard|2|7
2105|TRK-2026-002105|5|19|2026-05-06|2026-05-16|Delivered|Germany|Cologne|294.92|25.31|Express|1|10
2106|TRK-2025-002106|9|16|2025-11-23|2025-12-03|Delivered|France|Toulouse|248.03|23.42|Economy|1|10
2107|TRK-2025-002107|2|11|2025-10-31|2025-11-07|Delivered|Sweden|Gothenburg|901.13|55.85|Standard|4|7
2108|TRK-2026-002108|4|14|2026-04-02|2026-04-05|Delivered|Germany|Berlin|865.27|54.34|Standard|3|3
2109|TRK-2025-002109|5|14|2025-07-06|2025-07-19|Delivered|Poland|Warsaw|749.00|29.98|Standard|2|13
2110|TRK-2026-002110|9|19|2026-02-14|2026-02-21|Delivered|Austria|Linz|370.47|26.09|Economy|1|7
2111|TRK-2026-002111|9|28|2026-01-27|2026-02-04|Delivered|Germany|Cologne|8030.22|242.85|Standard|26|8
2112|TRK-2026-002112|2|11|2026-05-05|2026-05-12|Delivered|Austria|Linz|1056.03|62.35|Standard|3|7
2113|TRK-2025-002113|2|17|2025-05-20|2025-05-22|Delivered|France|Lyon|2043.79|103.84|Standard|8|2
2114|TRK-2026-002114|8|18|2026-01-16|2026-01-20|Delivered|Netherlands|Amsterdam|344.47|32.95|Express|1|4
2115|TRK-2026-002115|5|19|2026-03-20|2026-04-15|Delivered|France|Toulouse|488.17|25.81|Standard|2|26
2116|TRK-2025-002116|10|8|2025-01-09|2025-01-14|Delivered|Austria|Graz|779.44|39.82|Standard|2|5
2117|TRK-2025-002117|1|24|2025-04-22|2025-04-29|Delivered|Netherlands|Rotterdam|721.25|48.29|Standard|3|7
2118|TRK-2026-002118|3|17|2026-03-22|2026-03-29|Delivered|Poland|Warsaw|3286.80|156.05|Standard|8|7
2119|TRK-2026-002119|9|19|2026-05-30|2026-06-07|Delivered|United Kingdom|Manchester|2424.10|85.87|Standard|6|8
2120|TRK-2026-002120|9|5|2026-02-13|2026-02-17|Delivered|France|Marseille|1496.68|82.96|Express|4|4
2121|TRK-2025-002121|3|15|2025-12-15|2025-12-17|Delivered|France|Toulouse|699.88|63.56|Express|3|2
2122|TRK-2026-002122|8|28|2026-02-24|2026-02-27|Delivered|United Kingdom|Manchester|1159.17|50.46|Standard|3|3
2123|TRK-2026-002123|3|13|2026-01-05|2026-01-11|Delivered|Portugal|Lisbon|1497.60|80.90|Standard|6|6
2124|TRK-2025-002124|9|5|2025-09-02|2025-09-08|Delivered|Germany|Hamburg|397.04|29.12|Standard|1|6
2125|TRK-2025-002125|1|5|2025-10-21|2025-10-26|Delivered|Netherlands|Amsterdam|654.18|45.48|Standard|2|5
2126|TRK-2025-002126|9|15|2025-08-21|2025-08-26|Returned|France|Paris|1205.50|44.33|Economy|4|5
2127|TRK-2025-002127|3|14|2025-03-04|2025-03-10|Delivered|Sweden|Malmo|1256.15|70.76|Standard|6|6
2128|TRK-2025-002128|3|7|2025-03-17|2025-03-27|Returned|Germany|Munich|2743.48|107.88|Economy|8|10
2129|TRK-2026-002129|2|28|2026-05-04|2026-05-06|Delivered|Sweden|Stockholm|555.09|41.31|Standard|3|2
2130|TRK-2026-002130|3|3|2026-08-22|2026-08-28|Delivered|Sweden|Gothenburg|1768.35|75.93|Economy|8|6
2131|TRK-2025-002131|5|3|2025-04-14|2025-05-07|Delivered|Poland|Gdansk|200.28|20.50|Economy|1|23
2132|TRK-2025-002132|9|12|2025-02-21|2025-02-28|Delivered|Sweden|Gothenburg|553.51|33.50|Standard|3|7
2133|TRK-2025-002133|2|3|2025-06-19|2025-06-24|Delivered|France|Marseille|707.64|47.72|Standard|2|5
2134|TRK-2026-002134|1|16|2026-05-30|2026-06-06|Delivered|Germany|Munich|481.76|38.23|Standard|2|7
2135|TRK-2026-002135|3|2|2026-01-28|2026-01-31|Delivered|Poland|Gdansk|191.89|26.06|Standard|1|3
2136|TRK-2026-002136|7|23|2026-07-02|2026-07-15|Delivered|Spain|Seville|209.47|23.19|Express|1|13
2137|TRK-2025-002137|9|16|2025-10-23|2025-10-27|Delivered|Italy|Rome|1172.70|68.90|Express|3|4
2138|TRK-2025-002138|2|10|2025-02-17|2025-02-24|Delivered|Czechia|Prague|349.01|32.66|Standard|1|7
2139|TRK-2026-002139|4|1|2026-04-30|2026-05-09|Returned|Germany|Hamburg|1749.64|75.32|Economy|6|9
2140|TRK-2026-002140|2|16|2026-07-21|2026-07-27|Delivered|Denmark|Aarhus|1060.14|62.53|Standard|4|6
2141|TRK-2026-002141|1|15|2026-06-24|2026-06-26|Delivered|Germany|Cologne|650.78|60.37|Express|2|2
