ticket_id|subject|account_id|agent_id|channel|category|priority|status|opened_date|resolved_date|sla_breached|first_response_minutes|resolution_hours
1470|Dark mode for the dashboards|60|6|Email|Feature Request|Urgent|Closed|2025-01-16|2025-01-16|0|45|1.43
1471|User accounts for the new team|59|3|Email|Onboarding|Normal|Closed|2025-11-08|2025-11-11|1|23|80.11
1472|Where do I set the currency?|38|4|Web Form|How-To|Low|Resolved|2025-10-29|2025-10-30|0|64|30.43
1473|Report export is empty|3|9|Phone|Bug|Low|Closed|2026-08-10|2026-08-10|0|200|14.17
1474|Totals differ from the source|26|9|Phone|Bug|Normal|Closed|2026-06-09|2026-06-09|0|87|16.24
1475|Invoice does not match the order|46|11|Chat|Billing|Normal|Closed|2025-12-30|2026-01-02|1|101|74.51
1476|Server unreachable this morning|10|8|Email|Outage|Normal|Open|2025-07-24||1|43|
1477|How do I share a dashboard?|39|4|Chat|How-To|High|Closed|2025-01-15|2025-01-15|0|89|1.61
1478|Server unreachable this morning|19|6|Web Form|Outage|High|Closed|2026-04-03|2026-04-03|1|8|22.73
1479|How do I share a dashboard?|56|3|Email|How-To|High|Open|2026-09-18||1|122|
1480|Report export is empty|35|9|Chat|Bug|Low|Closed|2025-09-20|2025-09-20|0|11|16.26
1481|How do I schedule a report?|21|4|Email|How-To|Normal|Closed|2026-06-23|2026-06-23|0|22|9.20
1482|Totals differ from the source|29|7|Web Form|Bug|Normal|Closed|2025-01-22|2025-01-22|0|47|19.64
1483|Wrong VAT rate on the last bill|42|12|Phone|Billing|Low|Closed|2026-03-01|2026-03-03|0|63|50.34
1484|Login loop after update|41|7|Web Form|Bug|Normal|Closed|2025-10-26|2025-10-28|1|144|48.09
1485|Wrong VAT rate on the last bill|50|12|Phone|Billing|Urgent|Resolved|2026-08-04|2026-08-04|0|157|0.86
1486|Invoice does not match the order|9|10|Phone|Billing|Low|Closed|2025-07-01|2025-07-02|0|81|29.07
1487|More decimals in the pivot|18|7|Chat|Feature Request|Normal|Closed|2026-04-03|2026-04-04|0|6|37.53
1488|Please split this invoice|44|10|Email|Billing|Low|Resolved|2026-08-05|2026-08-06|0|68|31.35
1489|How do I add a second connection?|39|5|Web Form|How-To|Low|Closed|2025-04-23|2025-04-23|0|62|21.06
1490|Wrong VAT rate on the last bill|41|12|Web Form|Billing|Low|Resolved|2025-08-06|2025-08-06|0|182|16.18
1491|Wrong VAT rate on the last bill|53|11|Web Form|Billing|High|Closed|2025-07-29|2025-07-29|0|40|6.96
1492|Totals differ from the source|21|8|Email|Bug|Normal|Resolved|2025-10-14|2025-10-16|1|137|64.25
1493|Training session request|20|13|Email|Onboarding|Low|Closed|2026-06-23|2026-06-25|0|24|67.85
1494|Totals differ from the source|38|2|Web Form|Bug|High|Closed|2026-03-24|2026-03-24|0|86|0.98
1495|User accounts for the new team|48|14|Email|Onboarding|High|Closed|2025-07-16|2025-07-16|0|42|9.56
1496|Invoice does not match the order|17|12|Phone|Billing|Low|Closed|2026-01-09|2026-01-10|0|62|47.08
1497|Totals differ from the source|51|9|Email|Bug|Low|Closed|2025-01-12|2025-01-12|0|76|12.06
1498|Please add a CSV export|17|9|Phone|Feature Request|High|Resolved|2026-08-29|2026-08-29|0|54|1.84
1499|Dark mode for the dashboards|16|8|Phone|Feature Request|Normal|Closed|2025-10-25|2025-10-25|0|64|12.63
1500|How do I share a dashboard?|55|1|Email|How-To|Normal|Closed|2026-06-03|2026-06-06|1|100|75.25
1501|Wrong VAT rate on the last bill|55|12|Email|Billing|Normal|Closed|2025-03-25|2025-03-27|1|161|49.36
1502|User accounts for the new team|48|13|Email|Onboarding|High|Closed|2026-08-04|2026-08-04|0|41|3.51
1503|Report export is empty|1|6|Phone|Bug|High|Open|2026-09-21||1|21|
1504|Dark mode for the dashboards|48|6|Email|Feature Request|High|Closed|2025-05-31|2025-05-31|1|36|15.05
1505|Scheduler skipped a run|39|6|Phone|Bug|Urgent|Open|2026-02-18||1|25|
1506|How do I schedule a report?|28|5|Email|How-To|Normal|Closed|2026-05-17|2026-05-19|1|615|50.70
1507|Filter by region|18|7|Email|Feature Request|High|Resolved|2025-03-02|2025-03-02|0|167|7.04
1508|How do I add a second connection?|10|3|Web Form|How-To|Normal|Resolved|2025-03-31|2025-03-31|0|27|19.03
1509|Training session request|34|15|Email|Onboarding|Normal|Resolved|2025-11-06|2025-11-08|1|58|66.58
1510|Filter by region|46|4|Chat|Feature Request|Normal|Resolved|2025-11-24|2025-11-24|0|26|8.84
1511|How do I schedule a report?|23|4|Web Form|How-To|High|Closed|2025-08-04|2025-08-04|0|31|8.43
1512|Dark mode for the dashboards|30|6|Web Form|Feature Request|Low|Closed|2026-03-21|2026-03-22|0|31|44.40
1513|Training session request|31|15|Chat|Onboarding|High|Closed|2026-01-17|2026-01-17|0|149|4.43
1514|Please add a CSV export|13|6|Email|Feature Request|Low|Closed|2025-09-09|2025-09-09|0|103|3.26
1515|User accounts for the new team|53|13|Chat|Onboarding|Low|Closed|2026-08-14|2026-08-18|1|64|100.52
1516|Please split this invoice|8|12|Email|Billing|Low|Closed|2025-04-12|2025-04-12|0|34|13.63
1517|How do I share a dashboard?|19|5|Email|How-To|Urgent|Closed|2025-05-19|2025-05-19|1|19|5.14
1518|Training session request|37|15|Email|Onboarding|Normal|Resolved|2025-12-20|2025-12-21|0|93|31.06
1519|Wrong VAT rate on the last bill|53|12|Phone|Billing|Normal|Resolved|2026-01-18|2026-01-18|0|96|23.09
1520|Invoice does not match the order|9|11|Phone|Billing|Normal|Closed|2025-06-11|2025-06-11|0|39|6.88
1521|Database connection refused|39|6|Chat|Outage|High|Closed|2026-02-12|2026-02-12|0|75|5.32
1522|Scheduled jobs are queued|55|7|Phone|Outage|Low|Closed|2025-03-25|2025-03-25|0|47|18.74
1523|Wrong VAT rate on the last bill|34|11|Email|Billing|Low|Closed|2026-04-23|2026-04-23|0|85|17.04
1524|More decimals in the pivot|40|9|Web Form|Feature Request|Urgent|Closed|2026-09-04|2026-09-04|0|84|0.60
1525|Scheduler skipped a run|32|9|Chat|Bug|Normal|Closed|2025-08-06|2025-08-06|0|7|20.81
1526|Help importing our first data set|37|13|Web Form|Onboarding|High|Resolved|2026-02-14|2026-02-14|1|26|15.26
1527|More decimals in the pivot|29|8|Phone|Feature Request|Normal|Closed|2026-06-13|2026-06-13|0|37|15.91
1528|Help importing our first data set|38|13|Web Form|Onboarding|Urgent|Waiting on Customer|2026-09-13||1|57|
1529|How do I share a dashboard?|58|1|Email|How-To|High|Closed|2025-06-12|2025-06-12|0|21|2.57
1530|Help importing our first data set|15|15|Email|Onboarding|Normal|Closed|2026-03-05|2026-03-05|0|46|16.83
1531|How do I share a dashboard?|29|5|Email|How-To|High|Closed|2026-07-07|2026-07-07|0|44|1.23
1532|Please add a CSV export|30|6|Phone|Feature Request|Low|Closed|2025-02-12|2025-02-14|0|80|60.28
1533|How do I schedule a report?|20|4|Web Form|How-To|Normal|Resolved|2025-07-31|2025-07-31|0|226|15.53
1534|Filter by region|17|8|Phone|Feature Request|Normal|Waiting on Customer|2025-02-04||1|275|
1535|Help importing our first data set|57|15|Email|Onboarding|Normal|Waiting on Customer|2025-12-16||1|141|
1536|How do I share a dashboard?|55|4|Phone|How-To|Low|Closed|2026-06-12|2026-06-13|0|166|41.63
1537|Filter by region|37|6|Phone|Feature Request|Low|Waiting on Customer|2026-01-20||1|30|
1538|How do I schedule a report?|32|4|Phone|How-To|High|Closed|2025-06-30|2025-06-30|0|259|4.87
1539|Scheduler skipped a run|60|8|Web Form|Bug|High|Closed|2025-04-14|2025-04-14|0|43|10.28
1540|Help importing our first data set|36|15|Chat|Onboarding|Low|Closed|2025-11-20|2025-11-20|0|117|19.40
1541|Server unreachable this morning|27|9|Web Form|Outage|High|Closed|2025-05-16|2025-05-16|0|31|5.61
1542|Please split this invoice|20|10|Email|Billing|Urgent|Resolved|2025-10-11|2025-10-11|0|73|1.20
1543|Scheduler skipped a run|52|8|Chat|Bug|Normal|Closed|2025-09-25|2025-09-26|0|104|32.03
1544|Invoice does not match the order|11|12|Email|Billing|Normal|Closed|2026-08-05|2026-08-06|0|532|38.74
1545|Totals differ from the source|55|6|Web Form|Bug|Low|Resolved|2025-12-07|2025-12-08|0|203|29.41
1546|How do I share a dashboard?|46|15|Web Form|How-To|High|Closed|2026-03-05|2026-03-05|0|50|8.60
1547|How do I schedule a report?|55|2|Web Form|How-To|High|Resolved|2025-06-02|2025-06-02|0|95|6.37
1548|Totals differ from the source|36|7|Phone|Bug|High|Closed|2026-07-01|2026-07-01|0|18|6.15
1549|Where do I set the currency?|60|10|Web Form|How-To|Urgent|Closed|2026-02-18|2026-02-18|0|20|3.53
1550|Credit note request|28|9|Email|Billing|High|Closed|2025-11-07|2025-11-07|0|27|7.69
1551|User accounts for the new team|3|14|Phone|Onboarding|Normal|Closed|2025-11-24|2025-11-25|0|36|29.74
1552|Credit note request|39|12|Chat|Billing|High|Closed|2026-07-24|2026-07-24|0|181|10.47
1553|Please add a CSV export|2|6|Chat|Feature Request|Normal|Closed|2025-12-10|2025-12-10|0|162|23.57
1554|Totals differ from the source|39|7|Web Form|Bug|Low|Open|2025-12-10||1|10|
1555|How do I share a dashboard?|50|1|Chat|How-To|High|Closed|2025-05-23|2025-05-23|1|273|13.45
1556|Report export is empty|18|1|Chat|Bug|Normal|Resolved|2026-03-05|2026-03-06|0|35|33.13
1557|Please add a CSV export|6|8|Email|Feature Request|Low|Closed|2025-10-26|2025-10-29|0|99|91.06
1558|Where do I set the currency?|52|5|Phone|How-To|Normal|Open|2026-04-08||1|3|
1559|Training session request|52|13|Email|Onboarding|Normal|Closed|2026-09-04|2026-09-04|0|26|8.97
1560|Invoice does not match the order|25|6|Web Form|Billing|Low|Closed|2025-08-02|2025-08-02|0|25|11.28
1561|Please add a CSV export|48|7|Web Form|Feature Request|Low|Closed|2025-05-27|2025-05-27|0|191|18.67
1562|Scheduler skipped a run|2|7|Web Form|Bug|Normal|Resolved|2025-06-22|2025-06-22|0|184|1.99
1563|How do I add a second connection?|13|2|Chat|How-To|Normal|Closed|2025-01-04|2025-01-04|0|7|15.82
1564|Training session request|55|14|Phone|Onboarding|Low|Resolved|2025-12-03|2025-12-04|0|126|38.66
1565|How do I share a dashboard?|52|5|Chat|How-To|Low|Closed|2026-02-13|2026-02-15|0|197|51.78
1566|User accounts for the new team|46|13|Web Form|Onboarding|High|Closed|2026-05-31|2026-05-31|0|159|5.77
1567|Help importing our first data set|60|3|Phone|Onboarding|Urgent|Resolved|2026-05-10|2026-05-10|0|20|0.44
1568|Invoice does not match the order|19|12|Phone|Billing|Urgent|Closed|2025-11-24|2025-11-24|0|19|3.12
1569|How do I share a dashboard?|22|11|Web Form|How-To|Normal|Resolved|2026-06-23|2026-06-24|0|44|30.87
1570|More decimals in the pivot|8|11|Email|Feature Request|Low|Closed|2025-06-16|2025-06-17|0|26|34.59
1571|Scheduler skipped a run|20|7|Phone|Bug|Normal|Closed|2025-03-18|2025-03-18|0|28|13.79
1572|Dark mode for the dashboards|57|9|Phone|Feature Request|Urgent|Closed|2025-10-20|2025-10-20|0|78|0.70
1573|Totals differ from the source|30|8|Email|Bug|Low|Closed|2025-03-22|2025-03-28|1|152|159.96
1574|How do I share a dashboard?|53|3|Chat|How-To|High|Closed|2025-09-20|2025-09-20|0|66|1.46
1575|Credit note request|36|15|Email|Billing|Normal|Closed|2025-01-05|2025-01-05|0|110|9.84
1576|Credit note request|48|12|Phone|Billing|Normal|Closed|2026-04-08|2026-04-09|0|36|46.73
1577|How do I share a dashboard?|60|5|Email|How-To|Normal|Closed|2026-01-30|2026-01-31|0|58|36.70
1578|Dark mode for the dashboards|36|2|Web Form|Feature Request|High|Resolved|2026-08-05|2026-08-06|1|114|42.49
1579|Filter by region|45|7|Web Form|Feature Request|Low|Closed|2026-05-14|2026-05-14|0|59|9.68
1580|Totals differ from the source|59|1|Email|Bug|Low|Closed|2026-02-19|2026-02-21|0|3|59.15
1581|Filter by region|21|14|Email|Feature Request|Low|Resolved|2026-08-11|2026-08-14|0|101|83.94
1582|Wrong VAT rate on the last bill|45|12|Email|Billing|Urgent|Closed|2025-05-04|2025-05-04|0|191|0.61
1583|Scheduler skipped a run|1|12|Web Form|Bug|Low|Closed|2025-04-19|2025-04-21|0|19|50.15
1584|Please add a CSV export|36|6|Web Form|Feature Request|Low|Closed|2026-04-26|2026-04-26|0|42|9.73
1585|Totals differ from the source|36|9|Web Form|Bug|Low|Closed|2026-01-01|2026-01-05|1|276|113.32
1586|Login loop after update|39|9|Phone|Bug|Normal|Closed|2025-09-10|2025-09-11|0|92|37.78
1587|More decimals in the pivot|36|8|Phone|Feature Request|Normal|Closed|2025-10-12|2025-10-12|0|13|7.07
1588|Please add a CSV export|34|8|Phone|Feature Request|Normal|Closed|2026-06-25|2026-06-25|0|74|20.77
1589|Database connection refused|51|6|Phone|Outage|High|Closed|2025-04-10|2025-04-10|0|3|2.29
1590|Please split this invoice|30|6|Phone|Billing|Low|Closed|2026-07-10|2026-07-11|0|115|31.72
1591|More decimals in the pivot|22|6|Web Form|Feature Request|Normal|Closed|2026-04-27|2026-04-27|0|118|22.02
1592|Where do I set the currency?|20|2|Email|How-To|Normal|Closed|2026-08-29|2026-08-29|0|13|9.91
1593|How do I share a dashboard?|49||Web Form|How-To|Urgent|Open|2026-09-29||1||
1594|User accounts for the new team|17|13|Web Form|Onboarding|Normal|Closed|2025-03-01|2025-03-03|1|28|55.94
1595|How do I schedule a report?|17|4|Web Form|How-To|Low|Resolved|2025-11-21|2025-11-25|1|23|110.05
1596|How do I schedule a report?|12|5|Phone|How-To|Normal|Closed|2025-04-13|2025-04-13|0|27|4.58
1597|Please add a CSV export|10|7|Web Form|Feature Request|High|Resolved|2026-07-29|2026-07-29|0|14|5.37
1598|Please add a CSV export|53|6|Web Form|Feature Request|Low|Closed|2026-06-16|2026-06-17|0|79|34.91
1599|Scheduled jobs are queued|27|14|Phone|Outage|Normal|Resolved|2026-09-12|2026-09-12|0|30|8.81
1600|Please add a CSV export|11|9|Web Form|Feature Request|High|Closed|2025-09-19|2025-09-19|0|98|6.04
1601|Kick-off call follow-up|19|14|Phone|Onboarding|Low|Closed|2026-07-11|2026-07-12|0|57|24.24
1602|Dark mode for the dashboards|41|9|Web Form|Feature Request|Normal|Waiting on Customer|2025-06-14||1|16|
1603|Wrong VAT rate on the last bill|52|12|Email|Billing|Normal|Closed|2026-07-06|2026-07-06|0|113|17.51
1604|Scheduled jobs are queued|53|6|Web Form|Outage|Normal|Closed|2026-05-19|2026-05-22|1|168|75.87
1605|Training session request|18|15|Web Form|Onboarding|Normal|Closed|2026-07-17|2026-07-22|1|38|120.96
1606|Login loop after update|18|2|Email|Bug|Urgent|Closed|2025-11-20|2025-11-20|0|31|1.30
1607|Login loop after update|40|9|Chat|Bug|Low|Closed|2025-06-09|2025-06-17|1|16|193.03
1608|Invoice does not match the order|40|11|Web Form|Billing|High|Resolved|2026-02-26|2026-02-26|0|13|9.98
1609|Where do I set the currency?|58|2|Email|How-To|Normal|Closed|2026-02-22|2026-02-22|0|124|6.58
1610|Report export is empty|55|14|Phone|Bug|Normal|Closed|2025-07-02|2025-07-02|0|35|17.63
1611|Login loop after update|39|6|Chat|Bug|Normal|Closed|2025-05-21|2025-05-23|1|117|63.52
1612|Credit note request|55|12|Web Form|Billing|Low|Closed|2026-06-03|2026-06-04|0|66|30.81
1613|Totals differ from the source|24|9|Email|Bug|Low|Closed|2026-04-12|2026-04-12|0|539|18.14
1614|Credit note request|15|10|Phone|Billing|Normal|Closed|2025-10-20|2025-10-22|1|29|53.85
1615|Server unreachable this morning|32|8|Phone|Outage|High|Closed|2026-02-27|2026-02-27|0|6|3.37
1616|Database connection refused|57|8|Email|Outage|Low|Resolved|2026-03-18|2026-03-19|0|277|36.93
1617|User accounts for the new team|10|15|Email|Onboarding|Low|Closed|2025-05-08|2025-05-09|0|89|24.10
1618|Kick-off call follow-up|5|15|Email|Onboarding|Urgent|Resolved|2026-05-15|2026-05-15|0|15|3.25
1619|How do I share a dashboard?|60|13|Web Form|How-To|High|Closed|2025-10-30|2025-10-30|0|170|4.42
1620|Kick-off call follow-up|42|13|Web Form|Onboarding|Normal|Closed|2025-06-15|2025-06-20|1|308|136.67
1621|Login loop after update|10|8|Email|Bug|High|Resolved|2026-07-02|2026-07-02|0|104|9.10
1622|Kick-off call follow-up|52|14|Email|Onboarding|Normal|Resolved|2026-05-16|2026-05-16|0|214|14.90
1623|How do I schedule a report?|11|1|Email|How-To|High|Closed|2026-02-08|2026-02-08|0|59|2.49
1624|Credit note request|15|13|Email|Billing|High|Closed|2025-11-10|2025-11-10|0|102|2.13
1625|How do I add a second connection?|53|5|Chat|How-To|Normal|Closed|2026-03-24|2026-03-24|0|55|4.50
1626|Help importing our first data set|15|15|Web Form|Onboarding|High|Closed|2026-06-23|2026-06-23|0|29|3.69
1627|Invoice does not match the order|12|10|Email|Billing|Normal|Closed|2025-06-01|2025-06-01|0|28|13.78
1628|Report export is empty|45|8|Web Form|Bug|Normal|Closed|2025-11-14|2025-11-16|1|11|62.23
1629|How do I add a second connection?|32|1|Chat|How-To|Urgent|Closed|2025-07-12|2025-07-12|1|112|4.81
1630|Login loop after update|43|9|Email|Bug|Normal|Closed|2025-12-01|2025-12-02|0|234|25.13
1631|Wrong VAT rate on the last bill|18|13|Chat|Billing|Low|Closed|2026-03-02|2026-03-02|0|83|11.72
1632|Dark mode for the dashboards|15|6|Email|Feature Request|High|Closed|2025-03-09|2025-03-09|0|11|5.35
1633|Login loop after update|17|7|Web Form|Bug|Normal|Closed|2026-01-06|2026-01-08|1|97|62.02
1634|How do I schedule a report?|44|2|Phone|How-To|High|Waiting on Customer|2026-09-05||1|83|
1635|Dark mode for the dashboards|22|6|Email|Feature Request|Urgent|Closed|2025-04-12|2025-04-12|0|25|3.94
1636|Report export is empty|2|8|Email|Bug|Urgent|Closed|2026-05-27|2026-05-27|0|39|3.23
1637|Server unreachable this morning|46|9|Web Form|Outage|Low|Closed|2025-02-08|2025-02-09|0|37|25.81
1638|How do I add a second connection?|18|3|Email|How-To|Low|Waiting on Customer|2026-04-09||1|192|
1639|Totals differ from the source|50|8|Email|Bug|High|Closed|2026-04-12|2026-04-12|0|28|4.47
1640|Server unreachable this morning|23|6|Email|Outage|Urgent|In Progress|2025-04-06||1|211|
1641|Where do I set the currency?|27|2|Email|How-To|Low|Resolved|2025-05-18|2025-05-20|0|129|65.99
1642|Filter by region|3|7|Email|Feature Request|Low|Closed|2026-07-01|2026-07-02|0|175|26.48
1643|Please split this invoice|18|10|Web Form|Billing|High|Closed|2025-06-16|2025-06-16|0|150|1.56
1644|Filter by region|30|7|Web Form|Feature Request|Low|Closed|2026-03-08|2026-03-12|1|111|113.32
1645|Where do I set the currency?|18|3|Web Form|How-To|Normal|Closed|2026-07-08|2026-07-08|0|79|17.42
1646|Please split this invoice|21|10|Chat|Billing|Normal|Resolved|2026-06-17|2026-06-17|0|3|6.99
1647|Invoice does not match the order|32|1|Email|Billing|Urgent|Closed|2025-01-09|2025-01-09|0|6|1.81
1648|User accounts for the new team|38|14|Web Form|Onboarding|Normal|Closed|2025-03-03|2025-03-03|0|250|17.36
1649|Scheduled jobs are queued|17|9|Web Form|Outage|Low|Closed|2026-07-05|2026-07-05|0|57|21.59
1650|Wrong VAT rate on the last bill|58|11|Email|Billing|Normal|Closed|2025-04-09|2025-04-15|1|24|146.73
1651|Invoice does not match the order|26|11|Chat|Billing|Low|Closed|2026-06-29|2026-06-29|0|37|6.73
1652|Login loop after update|58|7|Chat|Bug|High|Closed|2025-08-31|2025-08-31|0|13|8.34
1653|Where do I set the currency?|37|10|Phone|How-To|Urgent|Closed|2026-07-02|2026-07-02|1|64|5.70
1654|Help importing our first data set|50|15|Web Form|Onboarding|Normal|Closed|2026-06-27|2026-06-30|1|97|83.92
1655|Training session request|26|14|Web Form|Onboarding|Urgent|Closed|2026-06-23|2026-06-23|0|8|1.54
1656|Please split this invoice|60|11|Email|Billing|Low|Closed|2026-03-31|2026-04-01|0|143|40.84
1657|Database connection refused|10|6|Chat|Outage|Low|Closed|2026-02-02|2026-02-05|0|33|79.07
1658|Scheduled jobs are queued|10|6|Chat|Outage|High|Closed|2026-03-08|2026-03-08|0|47|9.85
1659|Scheduled jobs are queued|60|7|Phone|Outage|Urgent|Closed|2026-08-06|2026-08-06|0|243|2.36
1660|Credit note request|48|11|Email|Billing|Urgent|Closed|2026-07-16|2026-07-16|1|4|6.06
1661|Totals differ from the source|5|6|Email|Bug|High|Closed|2025-11-12|2025-11-13|1|261|47.84
1662|Wrong VAT rate on the last bill|29|10|Phone|Billing|Normal|Open|2026-09-27||1|3|
1663|Invoice does not match the order|26|11|Web Form|Billing|Normal|Waiting on Customer|2026-09-02||1|60|
1664|Scheduler skipped a run|8|6|Chat|Bug|Normal|Closed|2025-05-11|2025-05-13|1|237|54.29
1665|Where do I set the currency?|32|1|Email|How-To|Normal|Closed|2025-07-24|2025-07-24|0|113|21.98
1666|How do I add a second connection?|55|15|Phone|How-To|High|Closed|2026-01-04|2026-01-04|0|47|2.23
1667|User accounts for the new team|39|14|Email|Onboarding|Low|Closed|2025-07-08|2025-07-10|0|101|56.66
1668|Report export is empty|29|8|Web Form|Bug|High|Closed|2026-02-24|2026-02-24|0|55|1.57
1669|Report export is empty|6|8|Email|Bug|Normal|Closed|2025-10-29|2025-10-29|0|68|8.71
1670|Dashboards time out|60|6|Web Form|Outage|Low|Closed|2026-03-29|2026-03-29|0|127|22.63
1671|Help importing our first data set|22|14|Phone|Onboarding|Normal|Closed|2025-06-03|2025-06-05|1|60|65.72
1672|Server unreachable this morning|26|15|Web Form|Outage|Low|Closed|2025-05-26|2025-05-27|0|72|32.61
1673|Please add a CSV export|11|6|Web Form|Feature Request|Low|Closed|2025-04-06|2025-04-08|0|85|68.23
1674|Help importing our first data set|10|13|Web Form|Onboarding|High|Closed|2025-03-10|2025-03-10|0|144|10.82
1675|Dashboards time out|20|9|Web Form|Outage|Normal|Closed|2026-04-07|2026-04-07|0|85|19.17
1676|How do I schedule a report?|39|1|Email|How-To|Urgent|Closed|2026-06-04|2026-06-04|0|48|1.94
1677|How do I add a second connection?|53|3|Email|How-To|High|Closed|2025-05-23|2025-05-23|0|80|6.12
1678|How do I share a dashboard?|22|2|Email|How-To|High|Closed|2025-04-18|2025-04-18|1|5|21.64
1679|Login loop after update|35|6|Web Form|Bug|Urgent|Closed|2026-03-28|2026-03-28|0|53|1.95
1680|Scheduler skipped a run|52|13|Phone|Bug|Urgent|Closed|2026-08-11|2026-08-11|0|249|1.35
1681|How do I add a second connection?|28|5|Email|How-To|High|Closed|2025-05-01|2025-05-02|1|16|45.44
1682|How do I share a dashboard?|49|2|Phone|How-To|High|Closed|2026-08-11|2026-08-11|1|103|21.23
1683|Kick-off call follow-up|36|13|Chat|Onboarding|Low|Closed|2025-10-28|2025-10-28|0|121|6.39
1684|Dark mode for the dashboards|49|8|Email|Feature Request|High|Resolved|2025-10-13|2025-10-13|0|31|7.37
1685|More decimals in the pivot|11|6|Phone|Feature Request|Low|Closed|2025-11-29|2025-11-29|0|71|21.28
1686|Totals differ from the source|55|9|Email|Bug|High|Closed|2025-07-21|2025-07-21|0|20|4.93
1687|Help importing our first data set|39|14|Chat|Onboarding|High|Closed|2026-06-17|2026-06-17|0|18|1.70
1688|Totals differ from the source|5|9|Phone|Bug|Low|Closed|2026-05-14|2026-05-16|0|76|49.17
1689|Credit note request|15|10|Web Form|Billing|High|Closed|2025-05-20|2025-05-20|1|3|14.55
1690|Credit note request|20|10|Web Form|Billing|Normal|Resolved|2025-02-07|2025-02-08|0|47|39.04
1691|Dashboards time out|53|9|Phone|Outage|Low|Closed|2025-06-25|2025-06-29|1|69|106.84
1692|Invoice does not match the order|59|12|Phone|Billing|Normal|Resolved|2026-01-21|2026-01-22|0|228|26.60
1693|Please split this invoice|60|7|Email|Billing|High|Closed|2026-03-30|2026-03-30|1|74|22.81
1694|Login loop after update|20|1|Chat|Bug|Normal|Closed|2026-07-18|2026-07-19|0|176|31.16
1695|Scheduler skipped a run|8|7|Phone|Bug|Urgent|Resolved|2026-08-26|2026-08-26|0|57|1.59
1696|How do I schedule a report?|30|13|Email|How-To|High|Resolved|2026-08-16|2026-08-16|0|259|8.15
1697|Scheduler skipped a run|43|7|Email|Bug|Normal|Closed|2025-08-13|2025-08-13|0|52|9.66
1698|Where do I set the currency?|32|2|Web Form|How-To|Urgent|Closed|2026-06-11|2026-06-11|0|18|1.75
1699|Dark mode for the dashboards|18|7|Email|Feature Request|Normal|Open|2025-05-12||1|185|
1700|Invoice does not match the order|2|12|Email|Billing|High|Closed|2025-12-23|2025-12-23|0|9|2.52
1701|Invoice does not match the order|15|10|Email|Billing|High|Closed|2025-06-08|2025-06-08|0|305|1.04
1702|Report export is empty|60|6|Chat|Bug|Low|Closed|2026-01-17|2026-01-18|0|146|32.24
1703|Wrong VAT rate on the last bill|2|11|Email|Billing|High|Closed|2025-11-12|2025-11-12|1|28|17.81
1704|Credit note request|17|10|Email|Billing|Low|Closed|2026-03-29|2026-04-01|0|38|82.55
1705|Where do I set the currency?|30|4|Phone|How-To|Normal|Closed|2026-03-23|2026-03-26|1|7|95.23
1706|Filter by region|15|6|Email|Feature Request|High|Closed|2025-09-13|2025-09-13|0|78|5.48
1707|Wrong VAT rate on the last bill|22|10|Email|Billing|High|Closed|2025-11-25|2025-11-25|0|17|7.15
1708|Credit note request|22|11|Email|Billing|Low|Closed|2026-06-24|2026-06-24|0|48|16.51
1709|How do I add a second connection?|20|4|Chat|How-To|Low|Closed|2025-04-28|2025-04-30|0|69|65.39
1710|Credit note request|10|10|Phone|Billing|Normal|Resolved|2026-01-20|2026-01-20|0|96|13.22
1711|Where do I set the currency?|34|3|Web Form|How-To|Low|Resolved|2026-02-13|2026-02-14|0|12|42.26
1712|Totals differ from the source|35|7|Phone|Bug|High|Resolved|2026-04-08|2026-04-08|0|22|3.07
1713|Credit note request|17|11|Phone|Billing|Low|Closed|2026-03-14|2026-03-15|0|201|34.98
1714|Login loop after update|52|6|Web Form|Bug|Normal|Closed|2025-10-05|2025-10-05|0|133|12.85
1715|How do I share a dashboard?|5|1|Chat|How-To|Normal|Closed|2025-11-20|2025-11-21|0|12|43.18
1716|Report export is empty|10|9|Email|Bug|High|Closed|2026-04-12|2026-04-12|0|32|8.38
1717|Training session request|10|13|Web Form|Onboarding|High|Closed|2025-09-30|2025-09-30|0|4|1.37
1718|Dark mode for the dashboards|53|8|Email|Feature Request|Normal|Closed|2026-03-11|2026-03-13|1|3|60.68
1719|Login loop after update|54|7|Chat|Bug|Low|Closed|2026-03-09|2026-03-14|1|63|143.59
1720|How do I schedule a report?|10|1|Web Form|How-To|Low|Closed|2025-10-16|2025-10-16|0|69|14.16
1721|Training session request|20|14|Email|Onboarding|Normal|Closed|2025-02-11|2025-02-11|0|293|14.28
1722|Where do I set the currency?|26|1|Chat|How-To|High|Closed|2025-10-17|2025-10-17|0|153|7.87
1723|Wrong VAT rate on the last bill|52|11|Email|Billing|Low|Closed|2025-11-27|2025-11-28|0|3|43.06
1724|Report export is empty|36|6|Chat|Bug|Low|Open|2025-06-30||1|22|
1725|Help importing our first data set|18|13|Email|Onboarding|Normal|Closed|2026-02-06|2026-02-07|0|60|42.76
1726|More decimals in the pivot|5|6|Phone|Feature Request|Normal|Closed|2026-03-23|2026-03-23|0|19|22.76
1727|Totals differ from the source|28|7|Chat|Bug|Normal|Resolved|2025-06-12|2025-06-12|0|118|7.61
1728|How do I share a dashboard?|53|5|Phone|How-To|Low|Closed|2025-09-07|2025-09-08|0|234|40.55
