invoice_id|line_no|item|qty|unit_price|amount
1049|1|Onboarding Package|3|1114.78|3344.34
1049|2|Implementation Hours|2|115.94|231.88
1049|3|Premium SLA|2|629.78|1259.56
1050|1|Backup Service|1|205.61|205.61
1050|2|Audit Review|5|614.62|3073.10
1050|3|Backup Service|3|1864.43|5593.29
1050|4|Training Session|5|1654.98|8274.90
1051|1|Storage Expansion|1|2356.70|2356.70
1051|2|Data Migration|2|1157.74|2315.48
1052|1|Licence Renewal|5|1245.73|6228.65
1052|2|Backup Service|3|754.69|2264.07
1053|1|Consulting Day|1|1700.14|1700.14
1054|1|Support Plan|2|1613.78|3227.56
1054|2|Annual Maintenance|1|743.67|743.67
1054|3|Training Session|1|2383.27|2383.27
1054|4|Integration Module|8|695.64|5565.12
1054|5|Training Session|2|1346.93|2693.86
1055|1|Licence Renewal|2|1042.79|2085.58
1055|2|Data Migration|2|682.30|1364.60
1056|1|Cloud Hosting|1|1907.07|1907.07
1057|1|Custom Report Pack|1|1854.68|1854.68
1057|2|Premium SLA|5|1951.85|9759.25
1057|3|Performance Tuning|5|110.23|551.15
1058|1|Backup Service|1|1235.55|1235.55
1058|2|Consulting Day|1|1262.15|1262.15
1059|1|Cloud Hosting|1|1341.27|1341.27
1060|1|Audit Review|3|1910.33|5730.99
1060|2|Backup Service|3|1763.97|5291.91
1060|3|Backup Service|3|1287.40|3862.20
1061|1|Consulting Day|2|1131.23|2262.46
1061|2|Training Session|5|986.51|4932.55
1061|3|Training Session|3|2146.47|6439.41
1061|4|Software Licence|1|2383.82|2383.82
1061|5|Onboarding Package|8|419.38|3355.04
1062|1|Workshop|8|1637.28|13098.24
1062|2|Support Plan|1|106.70|106.70
1062|3|Data Migration|5|830.64|4153.20
1062|4|Server Hardware|2|1075.74|2151.48
1062|5|Annual Maintenance|1|289.79|289.79
1063|1|Server Hardware|1|1459.47|1459.47
1063|2|Licence Renewal|2|1047.42|2094.84
1064|1|Audit Review|1|501.50|501.50
1065|1|Server Hardware|1|806.05|806.05
1066|1|Integration Module|3|251.04|753.12
1066|2|Managed Service|1|666.59|666.59
1066|3|Performance Tuning|8|1824.24|14593.92
1066|4|Annual Maintenance|2|1457.48|2914.96
1067|1|Audit Review|1|1029.88|1029.88
1067|2|Consulting Day|3|108.28|324.84
1067|3|Implementation Hours|1|2062.94|2062.94
1067|4|Backup Service|1|871.24|871.24
1068|1|Backup Service|1|113.81|113.81
1069|1|Backup Service|1|1851.85|1851.85
1069|2|Training Session|2|750.49|1500.98
1070|1|Managed Service|1|421.59|421.59
1070|2|Server Hardware|8|1447.19|11577.52
1071|1|Consulting Day|1|2379.92|2379.92
1071|2|Integration Module|2|1806.12|3612.24
1072|1|Server Hardware|2|2262.10|4524.20
1072|2|Custom Report Pack|1|661.45|661.45
1072|3|Backup Service|1|869.47|869.47
1073|1|Audit Review|1|1407.66|1407.66
1074|1|Implementation Hours|5|414.67|2073.35
1074|2|Backup Service|2|771.18|1542.36
1074|3|Workshop|3|252.45|757.35
1074|4|Audit Review|3|1358.94|4076.82
1075|1|Software Licence|1|546.39|546.39
1075|2|Software Licence|2|2064.21|4128.42
1075|3|Cloud Hosting|1|1814.42|1814.42
1075|4|Support Plan|3|1910.21|5730.63
1076|1|Licence Renewal|3|525.57|1576.71
1076|2|Cloud Hosting|5|1019.20|5096.00
1077|1|Audit Review|2|1514.71|3029.42
1077|2|Onboarding Package|8|1314.61|10516.88
1078|1|Consulting Day|5|1925.39|9626.95
1078|2|Consulting Day|1|2080.03|2080.03
1078|3|Premium SLA|8|2152.30|17218.40
1079|1|Support Plan|10|181.93|1819.30
1079|2|Premium SLA|5|1217.28|6086.40
1079|3|Software Licence|1|777.06|777.06
1079|4|Data Migration|8|462.89|3703.12
1080|1|Licence Renewal|5|2103.40|10517.00
1081|1|Server Hardware|2|2113.27|4226.54
1082|1|Support Plan|2|1441.09|2882.18
1082|2|Support Plan|8|162.51|1300.08
1082|3|Training Session|1|1573.68|1573.68
1082|4|Software Licence|8|1748.40|13987.20
1082|5|Custom Report Pack|3|1111.89|3335.67
1082|6|Performance Tuning|1|326.81|326.81
1083|1|Licence Renewal|10|1162.34|11623.40
1083|2|Custom Report Pack|1|959.58|959.58
1084|1|Custom Report Pack|10|333.83|3338.30
1085|1|Consulting Day|5|1486.89|7434.45
1085|2|Licence Renewal|1|982.30|982.30
1085|3|Consulting Day|5|2329.82|11649.10
1085|4|Onboarding Package|3|448.33|1344.99
1085|5|Implementation Hours|1|272.24|272.24
1085|6|Support Plan|3|1347.74|4043.22
1086|1|Training Session|3|868.56|2605.68
1086|2|Custom Report Pack|10|501.50|5015.00
1087|1|Server Hardware|3|243.38|730.14
1087|2|Onboarding Package|3|232.85|698.55
1087|3|Managed Service|1|862.70|862.70
1087|4|Custom Report Pack|3|1187.31|3561.93
1088|1|Storage Expansion|1|1608.00|1608.00
1088|2|Onboarding Package|5|1115.86|5579.30
1088|3|Data Migration|1|1816.86|1816.86
1088|4|Server Hardware|1|2297.83|2297.83
1089|1|Integration Module|1|1083.70|1083.70
1089|2|Storage Expansion|3|1773.54|5320.62
1090|1|Premium SLA|1|1328.42|1328.42
1090|2|Integration Module|1|432.40|432.40
1091|1|Workshop|1|659.63|659.63
1091|2|Storage Expansion|2|1795.60|3591.20
1091|3|Server Hardware|2|312.80|625.60
1092|1|Audit Review|1|2146.89|2146.89
1092|2|Cloud Hosting|3|1383.00|4149.00
1092|3|Training Session|3|2063.61|6190.83
1092|4|Support Plan|2|1875.31|3750.62
1092|5|Custom Report Pack|1|1882.15|1882.15
1093|1|Workshop|2|2279.32|4558.64
1093|2|Data Migration|2|656.41|1312.82
1093|3|Data Migration|10|1415.28|14152.80
1093|4|Onboarding Package|8|776.19|6209.52
1094|1|Managed Service|5|2306.32|11531.60
1094|2|Cloud Hosting|8|1373.31|10986.48
1095|1|Implementation Hours|1|2322.93|2322.93
1095|2|Consulting Day|8|310.62|2484.96
1095|3|Server Hardware|5|2333.57|11667.85
1095|4|Custom Report Pack|2|106.29|212.58
1095|5|Licence Renewal|2|2137.81|4275.62
1096|1|Licence Renewal|2|780.36|1560.72
1097|1|Support Plan|3|2077.30|6231.90
1097|2|Performance Tuning|5|479.22|2396.10
1098|1|Licence Renewal|8|1647.72|13181.76
1098|2|Cloud Hosting|8|1752.93|14023.44
1098|3|Custom Report Pack|5|347.67|1738.35
1098|4|Performance Tuning|8|1387.94|11103.52
1099|1|Performance Tuning|5|1125.26|5626.30
1100|1|Annual Maintenance|3|1288.72|3866.16
1100|2|Managed Service|1|724.03|724.03
1100|3|Backup Service|3|2339.54|7018.62
1100|4|Premium SLA|3|1826.44|5479.32
1101|1|Training Session|3|967.25|2901.75
1101|2|Cloud Hosting|1|2185.25|2185.25
1101|3|Premium SLA|2|409.92|819.84
1101|4|Storage Expansion|1|236.04|236.04
1101|5|Cloud Hosting|2|107.73|215.46
1102|1|Onboarding Package|2|1299.04|2598.08
1102|2|Backup Service|1|1942.76|1942.76
1103|1|Integration Module|2|1902.52|3805.04
1103|2|Training Session|3|1331.97|3995.91
1103|3|Storage Expansion|2|1738.72|3477.44
1104|1|Custom Report Pack|8|129.98|1039.84
1104|2|Licence Renewal|8|2308.61|18468.88
1104|3|Server Hardware|1|992.63|992.63
1104|4|Consulting Day|1|1093.89|1093.89
1105|1|Training Session|2|315.13|630.26
1106|1|Audit Review|5|1034.26|5171.30
1106|2|Custom Report Pack|3|2301.09|6903.27
1106|3|Managed Service|1|2029.15|2029.15
1107|1|Licence Renewal|1|877.65|877.65
1107|2|Server Hardware|3|933.52|2800.56
1107|3|Workshop|8|2386.37|19090.96
1108|1|Licence Renewal|2|1217.45|2434.90
1108|2|Custom Report Pack|1|1570.66|1570.66
1108|3|Audit Review|2|626.16|1252.32
1108|4|Integration Module|2|1437.55|2875.10
1108|5|Custom Report Pack|1|1170.85|1170.85
1108|6|Data Migration|8|843.42|6747.36
1109|1|Cloud Hosting|2|2286.39|4572.78
1109|2|Custom Report Pack|1|702.17|702.17
1109|3|Consulting Day|10|1747.19|17471.90
1109|4|Software Licence|2|1630.82|3261.64
1109|5|Workshop|3|1362.64|4087.92
1110|1|Cloud Hosting|2|2162.86|4325.72
1110|2|Custom Report Pack|1|2138.30|2138.30
1111|1|Performance Tuning|10|1315.33|13153.30
1111|2|Performance Tuning|1|88.02|88.02
1112|1|Consulting Day|1|1568.55|1568.55
1112|2|Training Session|1|851.66|851.66
1112|3|Training Session|10|2184.95|21849.50
1113|1|Server Hardware|8|594.36|4754.88
1113|2|Audit Review|1|629.61|629.61
1114|1|Server Hardware|2|2366.93|4733.86
1114|2|Annual Maintenance|3|1722.07|5166.21
1114|3|Backup Service|1|898.70|898.70
1114|4|Consulting Day|1|1526.32|1526.32
1114|5|Data Migration|1|1199.95|1199.95
1114|6|Storage Expansion|2|1717.79|3435.58
1115|1|Custom Report Pack|3|675.14|2025.42
1115|2|Premium SLA|2|1947.82|3895.64
1115|3|Performance Tuning|8|2011.98|16095.84
1115|4|Audit Review|10|767.64|7676.40
1116|1|Server Hardware|8|1441.80|11534.40
1116|2|Storage Expansion|1|1294.28|1294.28
1116|3|Performance Tuning|2|1688.63|3377.26
1116|4|Cloud Hosting|2|1426.96|2853.92
1116|5|Custom Report Pack|1|1980.05|1980.05
1117|1|Audit Review|3|775.76|2327.28
1117|2|Data Migration|8|361.57|2892.56
1118|1|Software Licence|2|944.68|1889.36
1118|2|Custom Report Pack|3|526.08|1578.24
1119|1|Custom Report Pack|1|2321.69|2321.69
1119|2|Software Licence|5|782.12|3910.60
1119|3|Server Hardware|5|1659.86|8299.30
1119|4|Integration Module|10|1158.58|11585.80
1120|1|Performance Tuning|2|158.42|316.84
1120|2|Premium SLA|2|2106.59|4213.18
1120|3|Data Migration|5|862.78|4313.90
1120|4|Performance Tuning|1|271.78|271.78
1121|1|Licence Renewal|1|2172.69|2172.69
1122|1|Managed Service|10|1037.53|10375.30
1122|2|Support Plan|1|698.24|698.24
1123|1|Workshop|3|470.77|1412.31
1123|2|Server Hardware|1|588.12|588.12
1123|3|Storage Expansion|1|612.13|612.13
1124|1|Server Hardware|2|1142.72|2285.44
1124|2|Server Hardware|2|614.24|1228.48
1124|3|Support Plan|2|141.27|282.54
1125|1|Consulting Day|3|1736.91|5210.73
1125|2|Software Licence|2|2346.10|4692.20
1125|3|Workshop|1|830.67|830.67
1126|1|Workshop|2|1011.39|2022.78
1126|2|Custom Report Pack|1|1983.44|1983.44
1127|1|Backup Service|1|105.71|105.71
1127|2|Custom Report Pack|3|1733.49|5200.47
1127|3|Storage Expansion|10|827.13|8271.30
1127|4|Implementation Hours|2|1663.36|3326.72
1128|1|Support Plan|1|174.86|174.86
1128|2|Licence Renewal|5|1475.10|7375.50
1129|1|Server Hardware|1|873.22|873.22
1129|2|Workshop|1|995.62|995.62
1129|3|Licence Renewal|1|1065.57|1065.57
1129|4|Audit Review|1|951.08|951.08
1129|5|Training Session|1|712.24|712.24
1129|6|Audit Review|10|1222.00|12220.00
1130|1|Custom Report Pack|1|858.56|858.56
1130|2|Annual Maintenance|1|1837.81|1837.81
1131|1|Licence Renewal|1|1336.86|1336.86
1131|2|Premium SLA|5|845.65|4228.25
1132|1|Performance Tuning|1|1226.75|1226.75
1132|2|Implementation Hours|2|1119.35|2238.70
1132|3|Consulting Day|5|2006.81|10034.05
1133|1|Performance Tuning|5|1514.80|7574.00
1133|2|Backup Service|3|274.03|822.09
1134|1|Implementation Hours|2|1774.60|3549.20
1134|2|Cloud Hosting|1|2082.23|2082.23
1134|3|Server Hardware|1|1701.97|1701.97
1134|4|Storage Expansion|5|1761.40|8807.00
1134|5|Consulting Day|1|1652.61|1652.61
1135|1|Data Migration|1|1859.85|1859.85
1136|1|Server Hardware|1|476.73|476.73
1136|2|Storage Expansion|5|1318.88|6594.40
1137|1|Integration Module|1|1066.59|1066.59
1138|1|Performance Tuning|2|1762.42|3524.84
1139|1|Consulting Day|1|726.08|726.08
1139|2|Premium SLA|3|1644.88|4934.64
1140|1|Consulting Day|5|1211.03|6055.15
1141|1|Cloud Hosting|1|1014.61|1014.61
1141|2|Implementation Hours|1|2031.03|2031.03
1141|3|Integration Module|2|1658.31|3316.62
1141|4|Data Migration|5|569.23|2846.15
1141|5|Workshop|5|2344.99|11724.95
1141|6|Backup Service|5|989.53|4947.65
1142|1|Software Licence|1|1625.28|1625.28
1142|2|Training Session|1|607.31|607.31
1142|3|Custom Report Pack|1|1936.68|1936.68
1142|4|Software Licence|3|1207.76|3623.28
1142|5|Software Licence|1|1118.25|1118.25
1143|1|Cloud Hosting|5|1836.22|9181.10
1143|2|Custom Report Pack|1|985.29|985.29
1143|3|Workshop|2|2029.93|4059.86
1143|4|Licence Renewal|8|286.37|2290.96
1143|5|Integration Module|1|1366.72|1366.72
1144|1|Training Session|1|1941.41|1941.41
1144|2|Audit Review|5|1953.17|9765.85
1144|3|Consulting Day|2|2131.83|4263.66
1145|1|Server Hardware|3|1807.41|5422.23
1145|2|Integration Module|1|1865.54|1865.54
1145|3|Audit Review|5|2149.31|10746.55
1146|1|Support Plan|1|873.97|873.97
1146|2|Premium SLA|2|294.69|589.38
1147|1|Server Hardware|1|1134.69|1134.69
1147|2|Audit Review|2|1550.99|3101.98
1147|3|Training Session|2|1479.56|2959.12
1148|1|Audit Review|5|667.06|3335.30
1149|1|Annual Maintenance|2|1129.96|2259.92
1149|2|Custom Report Pack|2|1397.21|2794.42
1150|1|Workshop|1|1114.73|1114.73
1150|2|Audit Review|3|2070.80|6212.40
1150|3|Custom Report Pack|1|2283.32|2283.32
1150|4|Licence Renewal|8|487.91|3903.28
1151|1|Onboarding Package|3|2327.32|6981.96
1151|2|Backup Service|2|1503.11|3006.22
1151|3|Annual Maintenance|2|1619.43|3238.86
1152|1|Data Migration|2|602.29|1204.58
1152|2|Workshop|3|1785.35|5356.05
1153|1|Training Session|5|360.62|1803.10
1153|2|Storage Expansion|1|553.89|553.89
1153|3|Support Plan|1|465.12|465.12
1153|4|Licence Renewal|2|2336.07|4672.14
1153|5|Premium SLA|5|1338.17|6690.85
1154|1|Annual Maintenance|1|1351.92|1351.92
1155|1|Performance Tuning|1|272.26|272.26
1155|2|Data Migration|5|157.13|785.65
1156|1|Managed Service|1|1610.18|1610.18
1156|2|Training Session|1|208.46|208.46
1157|1|Audit Review|5|366.65|1833.25
1158|1|Onboarding Package|3|347.40|1042.20
1158|2|Data Migration|8|644.33|5154.64
1158|3|Onboarding Package|2|1435.12|2870.24
1158|4|Workshop|3|2357.32|7071.96
1158|5|Integration Module|5|2352.67|11763.35
1159|1|Backup Service|2|780.86|1561.72
1160|1|Backup Service|3|1036.58|3109.74
1160|2|Backup Service|1|87.86|87.86
1160|3|Premium SLA|1|1850.86|1850.86
1160|4|Implementation Hours|2|364.93|729.86
1160|5|Implementation Hours|10|1155.60|11556.00
1160|6|Server Hardware|8|2086.61|16692.88
1161|1|Implementation Hours|2|528.01|1056.02
1161|2|Data Migration|2|499.13|998.26
1161|3|Workshop|2|220.77|441.54
1162|1|Data Migration|1|2374.70|2374.70
1162|2|Annual Maintenance|2|1120.01|2240.02
1162|3|Workshop|5|507.38|2536.90
1162|4|Performance Tuning|2|1873.70|3747.40
1163|1|Consulting Day|3|675.81|2027.43
1163|2|Backup Service|1|936.15|936.15
1164|1|Backup Service|1|1740.39|1740.39
1164|2|Premium SLA|8|1392.56|11140.48
1164|3|Annual Maintenance|5|1491.19|7455.95
1164|4|Premium SLA|1|333.65|333.65
1165|1|Premium SLA|5|1767.19|8835.95
1165|2|Support Plan|3|277.68|833.04
1166|1|Backup Service|5|600.25|3001.25
1166|2|Audit Review|1|1131.71|1131.71
1166|3|Consulting Day|8|1267.89|10143.12
1166|4|Integration Module|5|925.34|4626.70
1166|5|Implementation Hours|1|197.23|197.23
1166|6|Onboarding Package|2|766.28|1532.56
1167|1|Licence Renewal|8|911.18|7289.44
1167|2|Support Plan|2|165.89|331.78
1167|3|Premium SLA|3|185.68|557.04
1167|4|Data Migration|1|978.42|978.42
1167|5|Cloud Hosting|1|1814.44|1814.44
1167|6|Backup Service|8|272.22|2177.76
1168|1|Performance Tuning|1|271.81|271.81
1169|1|Premium SLA|1|1695.32|1695.32
1169|2|Workshop|5|1618.43|8092.15
1169|3|Consulting Day|1|1250.52|1250.52
1169|4|Integration Module|3|1734.33|5202.99
1169|5|Support Plan|10|2116.06|21160.60
1169|6|Audit Review|8|2195.08|17560.64
1170|1|Cloud Hosting|1|1931.77|1931.77
1171|1|Implementation Hours|8|1197.61|9580.88
1171|2|Managed Service|5|1318.03|6590.15
1172|1|Custom Report Pack|5|748.98|3744.90
1172|2|Data Migration|5|1484.86|7424.30
1172|3|Annual Maintenance|1|1279.74|1279.74
1173|1|Consulting Day|5|919.50|4597.50
1173|2|Onboarding Package|3|2014.82|6044.46
1174|1|Cloud Hosting|3|1386.18|4158.54
1174|2|Server Hardware|1|1740.45|1740.45
1174|3|Performance Tuning|2|652.47|1304.94
1174|4|Managed Service|2|658.96|1317.92
1174|5|Implementation Hours|3|1891.77|5675.31
1174|6|Annual Maintenance|1|357.08|357.08
1175|1|Backup Service|2|1709.46|3418.92
1175|2|Managed Service|1|1305.96|1305.96
1175|3|Storage Expansion|2|1479.40|2958.80
1176|1|Software Licence|1|2143.20|2143.20
1176|2|Performance Tuning|8|1547.72|12381.76
1177|1|Managed Service|5|1553.96|7769.80
1177|2|Software Licence|2|696.82|1393.64
1177|3|Software Licence|8|611.15|4889.20
1177|4|Server Hardware|1|1818.61|1818.61
1177|5|Server Hardware|3|179.46|538.38
1177|6|Audit Review|1|2005.04|2005.04
1178|1|Storage Expansion|1|1698.65|1698.65
1178|2|Support Plan|3|2029.28|6087.84
1179|1|Licence Renewal|5|1535.93|7679.65
1179|2|Implementation Hours|3|1779.68|5339.04
1180|1|Licence Renewal|5|156.49|782.45
1180|2|Backup Service|1|1323.95|1323.95
1181|1|Annual Maintenance|2|406.99|813.98
1181|2|Performance Tuning|1|365.98|365.98
1182|1|Backup Service|1|196.91|196.91
1182|2|Audit Review|5|1769.70|8848.50
1183|1|Performance Tuning|5|445.89|2229.45
1183|2|Custom Report Pack|10|403.60|4036.00
1183|3|Managed Service|3|1979.77|5939.31
1184|1|Integration Module|1|2380.17|2380.17
1185|1|Custom Report Pack|1|1520.26|1520.26
1185|2|Training Session|1|2194.32|2194.32
1186|1|Storage Expansion|5|1717.18|8585.90
1187|1|Implementation Hours|1|189.12|189.12
1187|2|Premium SLA|1|342.87|342.87
1187|3|Licence Renewal|1|2199.37|2199.37
1188|1|Backup Service|1|1087.38|1087.38
1188|2|Premium SLA|5|108.51|542.55
1189|1|Training Session|2|1223.36|2446.72
1189|2|Audit Review|3|414.61|1243.83
1190|1|Licence Renewal|5|784.53|3922.65
1191|1|Software Licence|2|518.55|1037.10
1191|2|Implementation Hours|10|1417.78|14177.80
1192|1|Workshop|1|708.02|708.02
1192|2|Backup Service|2|1453.81|2907.62
1193|1|Software Licence|2|1662.14|3324.28
1193|2|Custom Report Pack|5|937.50|4687.50
1193|3|Cloud Hosting|1|90.74|90.74
1194|1|Performance Tuning|2|1601.80|3203.60
1194|2|Onboarding Package|3|438.93|1316.79
1194|3|Integration Module|3|583.32|1749.96
1195|1|Support Plan|1|2241.48|2241.48
1195|2|Consulting Day|2|2273.90|4547.80
1196|1|Support Plan|1|2236.58|2236.58
1196|2|Workshop|1|848.52|848.52
1196|3|Custom Report Pack|1|177.52|177.52
1197|1|Premium SLA|2|414.10|828.20
1198|1|Training Session|2|495.98|991.96
1198|2|Data Migration|3|1145.52|3436.56
1199|1|Integration Module|3|1333.82|4001.46
1200|1|Workshop|2|796.17|1592.34
1200|2|Support Plan|1|330.24|330.24
1200|3|Performance Tuning|2|2059.69|4119.38
1201|1|Data Migration|2|577.99|1155.98
1202|1|Annual Maintenance|2|1821.22|3642.44
1202|2|Backup Service|5|624.70|3123.50
1203|1|Support Plan|8|1348.47|10787.76
1203|2|Performance Tuning|2|2077.56|4155.12
1203|3|Custom Report Pack|3|2212.53|6637.59
1203|4|Premium SLA|5|984.57|4922.85
1204|1|Performance Tuning|1|1776.75|1776.75
1204|2|Managed Service|5|1117.80|5589.00
1205|1|Software Licence|5|952.34|4761.70
1205|2|Storage Expansion|2|1659.01|3318.02
1205|3|Workshop|1|104.90|104.90
1205|4|Custom Report Pack|2|2272.59|4545.18
1206|1|Data Migration|1|1083.13|1083.13
1207|1|Support Plan|2|1964.52|3929.04
1207|2|Managed Service|1|645.60|645.60
1208|1|Licence Renewal|2|1737.45|3474.90
1208|2|Consulting Day|1|1637.50|1637.50
1208|3|Premium SLA|3|966.96|2900.88
1208|4|Software Licence|5|2126.45|10632.25
1209|1|Custom Report Pack|2|178.03|356.06
1210|1|Support Plan|8|1982.95|15863.60
1210|2|Premium SLA|2|304.91|609.82
1210|3|Data Migration|1|2306.46|2306.46
1211|1|Audit Review|2|129.22|258.44
1211|2|Managed Service|5|692.42|3462.10
1212|1|Data Migration|2|399.72|799.44
1212|2|Support Plan|1|797.23|797.23
1213|1|Workshop|2|1270.63|2541.26
1213|2|Consulting Day|8|240.51|1924.08
1213|3|Consulting Day|1|1442.81|1442.81
1213|4|Audit Review|1|997.80|997.80
1214|1|Support Plan|3|258.15|774.45
1215|1|Cloud Hosting|1|2158.94|2158.94
1215|2|Annual Maintenance|5|1446.27|7231.35
1215|3|Audit Review|2|1654.77|3309.54
1215|4|Managed Service|1|2331.43|2331.43
1215|5|Implementation Hours|1|1634.43|1634.43
1216|1|Server Hardware|2|1586.56|3173.12
1216|2|Server Hardware|10|1084.22|10842.20
1216|3|Backup Service|1|1401.09|1401.09
1216|4|Licence Renewal|10|1815.14|18151.40
1216|5|Training Session|2|2131.42|4262.84
1216|6|Workshop|1|581.45|581.45
1217|1|Server Hardware|1|2274.25|2274.25
1217|2|Software Licence|2|1495.07|2990.14
1217|3|Server Hardware|1|864.02|864.02
1218|1|Consulting Day|1|576.65|576.65
1218|2|Cloud Hosting|2|969.11|1938.22
1219|1|Managed Service|8|2070.93|16567.44
1219|2|Performance Tuning|1|2179.31|2179.31
1220|1|Premium SLA|1|1933.48|1933.48
1220|2|Software Licence|2|243.20|486.40
1221|1|Training Session|1|280.66|280.66
1221|2|Custom Report Pack|5|579.50|2897.50
1221|3|Integration Module|8|1851.89|14815.12
1221|4|Training Session|3|2356.92|7070.76
1221|5|Software Licence|1|463.15|463.15
1222|1|Storage Expansion|2|1616.41|3232.82
1223|1|Cloud Hosting|3|536.41|1609.23
1223|2|Support Plan|1|2315.05|2315.05
1223|3|Implementation Hours|1|1829.60|1829.60
1223|4|Integration Module|1|362.66|362.66
1224|1|Audit Review|5|754.02|3770.10
1225|1|Training Session|1|358.32|358.32
1226|1|Licence Renewal|1|2192.11|2192.11
1226|2|Premium SLA|1|525.00|525.00
1226|3|Performance Tuning|1|1482.16|1482.16
1227|1|Consulting Day|8|1923.89|15391.12
1228|1|Training Session|2|247.86|495.72
1228|2|Integration Module|1|2125.60|2125.60
1228|3|Workshop|1|1542.69|1542.69
1228|4|Support Plan|5|210.31|1051.55
1229|1|Backup Service|3|253.20|759.60
1230|1|Storage Expansion|1|1629.90|1629.90
1230|2|Software Licence|2|1802.60|3605.20
1230|3|Workshop|5|846.25|4231.25
1230|4|Premium SLA|1|1183.46|1183.46
1230|5|Implementation Hours|2|2145.54|4291.08
1231|1|Consulting Day|1|750.45|750.45
1231|2|Custom Report Pack|10|544.79|5447.90
1231|3|Implementation Hours|8|1323.67|10589.36
1232|1|Software Licence|2|581.97|1163.94
1232|2|Custom Report Pack|2|2170.00|4340.00
1233|1|Audit Review|2|1505.19|3010.38
1233|2|Performance Tuning|1|308.41|308.41
1233|3|Onboarding Package|2|1894.55|3789.10
1233|4|Server Hardware|1|240.38|240.38
1234|1|Storage Expansion|1|2220.94|2220.94
1234|2|Software Licence|1|1203.43|1203.43
1235|1|Onboarding Package|3|546.20|1638.60
1235|2|Server Hardware|3|1167.91|3503.73
1236|1|Consulting Day|10|492.94|4929.40
1237|1|Storage Expansion|2|1921.86|3843.72
1237|2|Data Migration|3|1534.32|4602.96
1237|3|Support Plan|8|1817.49|14539.92
1238|1|Data Migration|2|1256.36|2512.72
1238|2|Annual Maintenance|8|1206.65|9653.20
1239|1|Premium SLA|1|985.20|985.20
1239|2|Custom Report Pack|2|499.38|998.76
1239|3|Managed Service|1|1661.23|1661.23
1239|4|Integration Module|1|1524.28|1524.28
1240|1|Workshop|10|582.97|5829.70
1240|2|Software Licence|3|390.35|1171.05
1240|3|Annual Maintenance|2|2380.68|4761.36
1240|4|Storage Expansion|1|1703.96|1703.96
1240|5|Training Session|8|549.68|4397.44
1241|1|Implementation Hours|5|1163.20|5816.00
1242|1|Consulting Day|5|1205.83|6029.15
1243|1|Storage Expansion|1|656.91|656.91
1243|2|Backup Service|2|751.76|1503.52
1244|1|Integration Module|1|2186.34|2186.34
1244|2|Managed Service|1|1070.54|1070.54
1244|3|Support Plan|1|808.04|808.04
1245|1|Managed Service|2|1028.31|2056.62
1245|2|Workshop|3|1231.23|3693.69
1246|1|Premium SLA|8|530.88|4247.04
1247|1|Support Plan|1|1738.62|1738.62
1247|2|Workshop|1|2038.07|2038.07
1248|1|Support Plan|1|727.58|727.58
1248|2|Licence Renewal|1|798.28|798.28
1249|1|Managed Service|1|1982.06|1982.06
1249|2|Licence Renewal|8|2104.75|16838.00
1249|3|Server Hardware|1|1093.12|1093.12
1249|4|Performance Tuning|2|1773.36|3546.72
1249|5|Licence Renewal|1|1149.47|1149.47
1250|1|Audit Review|3|652.94|1958.82
1251|1|Custom Report Pack|5|925.18|4625.90
1251|2|Performance Tuning|3|2098.47|6295.41
1251|3|Workshop|3|287.79|863.37
1252|1|Onboarding Package|1|818.94|818.94
1252|2|Cloud Hosting|2|552.20|1104.40
1252|3|Managed Service|5|2060.86|10304.30
1252|4|Performance Tuning|1|1361.59|1361.59
1253|1|Integration Module|3|1281.24|3843.72
1253|2|Software Licence|2|1993.86|3987.72
1253|3|Custom Report Pack|2|920.60|1841.20
1253|4|Support Plan|2|2200.75|4401.50
1254|1|Performance Tuning|3|1672.81|5018.43
1254|2|Data Migration|1|1850.57|1850.57
1255|1|Audit Review|5|2096.95|10484.75
1256|1|Cloud Hosting|1|517.25|517.25
1256|2|Server Hardware|2|1221.15|2442.30
1256|3|Training Session|1|2348.01|2348.01
1257|1|Consulting Day|2|835.91|1671.82
1257|2|Implementation Hours|2|1564.05|3128.10
1258|1|Onboarding Package|1|2305.22|2305.22
1258|2|Licence Renewal|2|1317.60|2635.20
1259|1|Storage Expansion|3|2200.60|6601.80
1259|2|Server Hardware|5|1729.31|8646.55
1259|3|Server Hardware|1|751.33|751.33
1260|1|Annual Maintenance|3|1659.23|4977.69
1261|1|Implementation Hours|2|1243.53|2487.06
1261|2|Data Migration|10|810.21|8102.10
1262|1|Backup Service|1|581.35|581.35
1262|2|Backup Service|8|238.02|1904.16
1262|3|Consulting Day|3|1109.82|3329.46
1262|4|Server Hardware|3|1697.24|5091.72
1262|5|Performance Tuning|1|1636.58|1636.58
1263|1|Implementation Hours|3|1274.95|3824.85
1264|1|Audit Review|1|1558.20|1558.20
1264|2|Consulting Day|5|1612.46|8062.30
1265|1|Backup Service|1|245.40|245.40
1266|1|Onboarding Package|5|734.00|3670.00
1266|2|Onboarding Package|1|2395.35|2395.35
1266|3|Data Migration|2|1430.01|2860.02
1266|4|Server Hardware|1|359.28|359.28
1267|1|Performance Tuning|3|993.54|2980.62
1267|2|Backup Service|3|1907.46|5722.38
1268|1|Licence Renewal|1|1432.49|1432.49
1268|2|Managed Service|5|1005.85|5029.25
